country,year,variable,cutpoint,y_r,n,cc_rank,firstyr,lastyr,variable_cp,ccode,tcode,qcode,rcode
Bosnia and Herzegovina,2001.0,just10,6,42,1190,34,1998.0,2008.0,just10_gt6,81.0,21,1.0,6.0
Bosnia and Herzegovina,2001.0,just10,7,37,1190,34,1998.0,2008.0,just10_gt7,81.0,21,1.0,7.0
Bosnia and Herzegovina,2001.0,just10,8,30,1190,34,1998.0,2008.0,just10_gt8,81.0,21,1.0,8.0
Bosnia and Herzegovina,2001.0,just10,9,21,1190,34,1998.0,2008.0,just10_gt9,81.0,21,1.0,9.0
Bosnia and Herzegovina,2001.0,neigh2,1,430,1200,34,1998.0,2008.0,neigh2_gt1,81.0,21,5.0,22.0
Bosnia and Herzegovina,2008.0,just10,1,290,1482,34,1998.0,2008.0,just10_gt1,81.0,28,1.0,1.0
Bosnia and Herzegovina,2008.0,just10,2,231,1482,34,1998.0,2008.0,just10_gt2,81.0,28,1.0,2.0
Bosnia and Herzegovina,2008.0,just10,3,185,1482,34,1998.0,2008.0,just10_gt3,81.0,28,1.0,3.0
Bosnia and Herzegovina,2008.0,just10,4,156,1482,34,1998.0,2008.0,just10_gt4,81.0,28,1.0,4.0
Bosnia and Herzegovina,2008.0,just10,5,71,1482,34,1998.0,2008.0,just10_gt5,81.0,28,1.0,5.0
Bosnia and Herzegovina,2008.0,just10,6,44,1482,34,1998.0,2008.0,just10_gt6,81.0,28,1.0,6.0
Bosnia and Herzegovina,2008.0,just10,7,26,1482,34,1998.0,2008.0,just10_gt7,81.0,28,1.0,7.0
Bosnia and Herzegovina,2008.0,just10,8,19,1482,34,1998.0,2008.0,just10_gt8,81.0,28,1.0,8.0
Bosnia and Herzegovina,2008.0,just10,9,12,1482,34,1998.0,2008.0,just10_gt9,81.0,28,1.0,9.0
Bosnia and Herzegovina,2008.0,neigh2,1,542,1463,34,1998.0,2008.0,neigh2_gt1,81.0,28,5.0,22.0
Bosnia and Herzegovina,2008.0,adopt5,1,872,1485,34,1998.0,2008.0,adopt5_gt1,81.0,28,12.0,34.0
Bosnia and Herzegovina,2008.0,adopt5,2,392,1485,34,1998.0,2008.0,adopt5_gt2,81.0,28,12.0,35.0
Bosnia and Herzegovina,2008.0,adopt5,3,131,1485,34,1998.0,2008.0,adopt5_gt3,81.0,28,12.0,36.0
Bosnia and Herzegovina,2008.0,adopt5,4,38,1485,34,1998.0,2008.0,adopt5_gt4,81.0,28,12.0,37.0
Georgia,1996.0,just10,1,353,1947,34,1996.0,2009.0,just10_gt1,82.0,16,1.0,1.0
Georgia,1996.0,just10,2,260,1947,34,1996.0,2009.0,just10_gt2,82.0,16,1.0,2.0
Georgia,1996.0,just10,3,200,1947,34,1996.0,2009.0,just10_gt3,82.0,16,1.0,3.0
Georgia,1996.0,just10,4,147,1947,34,1996.0,2009.0,just10_gt4,82.0,16,1.0,4.0
Georgia,1996.0,just10,5,61,1947,34,1996.0,2009.0,just10_gt5,82.0,16,1.0,5.0
Georgia,1996.0,just10,6,34,1947,34,1996.0,2009.0,just10_gt6,82.0,16,1.0,6.0
Georgia,1996.0,just10,7,24,1947,34,1996.0,2009.0,just10_gt7,82.0,16,1.0,7.0
Georgia,1996.0,just10,8,12,1947,34,1996.0,2009.0,just10_gt8,82.0,16,1.0,8.0
Georgia,1996.0,just10,9,9,1947,34,1996.0,2009.0,just10_gt9,82.0,16,1.0,9.0
Georgia,1996.0,neigh2,1,461,2008,34,1996.0,2009.0,neigh2_gt1,82.0,16,5.0,22.0
Georgia,2008.0,just10,1,98,1451,34,1996.0,2009.0,just10_gt1,82.0,28,1.0,1.0
Georgia,2008.0,just10,2,37,1451,34,1996.0,2009.0,just10_gt2,82.0,28,1.0,2.0
Georgia,2008.0,just10,3,24,1451,34,1996.0,2009.0,just10_gt3,82.0,28,1.0,3.0
Georgia,2008.0,just10,4,16,1451,34,1996.0,2009.0,just10_gt4,82.0,28,1.0,4.0
Georgia,2008.0,just10,5,9,1451,34,1996.0,2009.0,just10_gt5,82.0,28,1.0,5.0
Georgia,2008.0,just10,6,7,1451,34,1996.0,2009.0,just10_gt6,82.0,28,1.0,6.0
Georgia,2008.0,just10,7,5,1451,34,1996.0,2009.0,just10_gt7,82.0,28,1.0,7.0
Georgia,2008.0,just10,8,3,1451,34,1996.0,2009.0,just10_gt8,82.0,28,1.0,8.0
Georgia,2008.0,just10,9,3,1451,34,1996.0,2009.0,just10_gt9,82.0,28,1.0,9.0
Georgia,2008.0,neigh2,1,194,1474,34,1996.0,2009.0,neigh2_gt1,82.0,28,5.0,22.0
Georgia,2008.0,adopt5,1,438,1373,34,1996.0,2009.0,adopt5_gt1,82.0,28,12.0,34.0
Georgia,2008.0,adopt5,2,96,1373,34,1996.0,2009.0,adopt5_gt2,82.0,28,12.0,35.0
Georgia,2008.0,adopt5,3,49,1373,34,1996.0,2009.0,adopt5_gt3,82.0,28,12.0,36.0
Georgia,2008.0,adopt5,4,28,1373,34,1996.0,2009.0,adopt5_gt4,82.0,28,12.0,37.0
Georgia,2009.0,just10,1,128,1478,34,1996.0,2009.0,just10_gt1,82.0,29,1.0,1.0
Georgia,2009.0,just10,2,53,1478,34,1996.0,2009.0,just10_gt2,82.0,29,1.0,2.0
Georgia,2009.0,just10,3,24,1478,34,1996.0,2009.0,just10_gt3,82.0,29,1.0,3.0
Georgia,2009.0,just10,4,15,1478,34,1996.0,2009.0,just10_gt4,82.0,29,1.0,4.0
Georgia,2009.0,just10,5,3,1478,34,1996.0,2009.0,just10_gt5,82.0,29,1.0,5.0
Georgia,2009.0,just10,6,1,1478,34,1996.0,2009.0,just10_gt6,82.0,29,1.0,6.0
Georgia,2009.0,just10,7,1,1478,34,1996.0,2009.0,just10_gt7,82.0,29,1.0,7.0
Georgia,2009.0,just10,8,1,1478,34,1996.0,2009.0,just10_gt8,82.0,29,1.0,8.0
Georgia,2009.0,just10,9,1,1478,34,1996.0,2009.0,just10_gt9,82.0,29,1.0,9.0
Georgia,2009.0,neigh2,1,120,1500,34,1996.0,2009.0,neigh2_gt1,82.0,29,5.0,22.0
Jordan,2001.0,just10,1,23,1207,34,2001.0,2014.0,just10_gt1,83.0,21,1.0,1.0
Jordan,2001.0,just10,2,14,1207,34,2001.0,2014.0,just10_gt2,83.0,21,1.0,2.0
Jordan,2001.0,just10,3,8,1207,34,2001.0,2014.0,just10_gt3,83.0,21,1.0,3.0
Jordan,2001.0,just10,4,7,1207,34,2001.0,2014.0,just10_gt4,83.0,21,1.0,4.0
Jordan,2001.0,just10,5,5,1207,34,2001.0,2014.0,just10_gt5,83.0,21,1.0,5.0
Jordan,2001.0,just10,6,3,1207,34,2001.0,2014.0,just10_gt6,83.0,21,1.0,6.0
Jordan,2001.0,just10,7,2,1207,34,2001.0,2014.0,just10_gt7,83.0,21,1.0,7.0
Jordan,2001.0,just10,8,2,1207,34,2001.0,2014.0,just10_gt8,83.0,21,1.0,8.0
Jordan,2001.0,just10,9,2,1207,34,2001.0,2014.0,just10_gt9,83.0,21,1.0,9.0
Jordan,2001.0,neigh2,1,20,1223,34,2001.0,2014.0,neigh2_gt1,83.0,21,5.0,22.0
Jordan,2002.0,accept2,1,119,994,34,2001.0,2014.0,accept2_gt1,83.0,22,10.0,29.0
Jordan,2007.0,just10,1,5,1196,34,2001.0,2014.0,just10_gt1,83.0,27,1.0,1.0
Jordan,2007.0,just10,2,3,1196,34,2001.0,2014.0,just10_gt2,83.0,27,1.0,2.0
Jordan,2007.0,just10,3,3,1196,34,2001.0,2014.0,just10_gt3,83.0,27,1.0,3.0
Jordan,2007.0,just10,4,3,1196,34,2001.0,2014.0,just10_gt4,83.0,27,1.0,4.0
Jordan,2007.0,just10,5,2,1196,34,2001.0,2014.0,just10_gt5,83.0,27,1.0,5.0
Jordan,2007.0,just10,6,2,1196,34,2001.0,2014.0,just10_gt6,83.0,27,1.0,6.0
Jordan,2007.0,just10,7,2,1196,34,2001.0,2014.0,just10_gt7,83.0,27,1.0,7.0
Jordan,2007.0,just10,8,2,1196,34,2001.0,2014.0,just10_gt8,83.0,27,1.0,8.0
Jordan,2007.0,just10,9,2,1196,34,2001.0,2014.0,just10_gt9,83.0,27,1.0,9.0
Jordan,2007.0,neigh2,1,59,1200,34,2001.0,2014.0,neigh2_gt1,83.0,27,5.0,22.0
Jordan,2007.0,accept2,1,57,949,34,2001.0,2014.0,accept2_gt1,83.0,27,10.0,29.0
Jordan,2011.0,accept2,1,73,989,34,2001.0,2014.0,accept2_gt1,83.0,31,10.0,29.0
Jordan,2013.0,accept2,1,26,998,34,2001.0,2014.0,accept2_gt1,83.0,33,10.0,29.0
Jordan,2014.0,just10,1,152,1179,34,2001.0,2014.0,just10_gt1,83.0,34,1.0,1.0
Jordan,2014.0,just10,2,77,1179,34,2001.0,2014.0,just10_gt2,83.0,34,1.0,2.0
Jordan,2014.0,just10,3,52,1179,34,2001.0,2014.0,just10_gt3,83.0,34,1.0,3.0
Jordan,2014.0,just10,4,30,1179,34,2001.0,2014.0,just10_gt4,83.0,34,1.0,4.0
Jordan,2014.0,just10,5,15,1179,34,2001.0,2014.0,just10_gt5,83.0,34,1.0,5.0
Jordan,2014.0,just10,6,10,1179,34,2001.0,2014.0,just10_gt6,83.0,34,1.0,6.0
Jordan,2014.0,just10,7,3,1179,34,2001.0,2014.0,just10_gt7,83.0,34,1.0,7.0
Jordan,2014.0,just10,8,2,1179,34,2001.0,2014.0,just10_gt8,83.0,34,1.0,8.0
Jordan,2014.0,just10,9,1,1179,34,2001.0,2014.0,just10_gt9,83.0,34,1.0,9.0
Jordan,2014.0,neigh2,1,456,1200,34,2001.0,2014.0,neigh2_gt1,83.0,34,5.0,22.0
Montenegro,1996.0,just10,1,71,219,34,1996.0,2008.0,just10_gt1,84.0,16,1.0,1.0
Montenegro,1996.0,just10,2,50,219,34,1996.0,2008.0,just10_gt2,84.0,16,1.0,2.0
Montenegro,1996.0,just10,3,36,219,34,1996.0,2008.0,just10_gt3,84.0,16,1.0,3.0
Montenegro,1996.0,just10,4,30,219,34,1996.0,2008.0,just10_gt4,84.0,16,1.0,4.0
Montenegro,1996.0,just10,5,11,219,34,1996.0,2008.0,just10_gt5,84.0,16,1.0,5.0
Montenegro,1996.0,just10,6,8,219,34,1996.0,2008.0,just10_gt6,84.0,16,1.0,6.0
Montenegro,1996.0,just10,7,5,219,34,1996.0,2008.0,just10_gt7,84.0,16,1.0,7.0
Montenegro,1996.0,just10,8,5,219,34,1996.0,2008.0,just10_gt8,84.0,16,1.0,8.0
Montenegro,1996.0,just10,9,4,219,34,1996.0,2008.0,just10_gt9,84.0,16,1.0,9.0
Montenegro,1996.0,neigh2,1,43,240,34,1996.0,2008.0,neigh2_gt1,84.0,16,5.0,22.0
Montenegro,2001.0,just10,1,148,1029,34,1996.0,2008.0,just10_gt1,84.0,21,1.0,1.0
Montenegro,2001.0,just10,2,98,1029,34,1996.0,2008.0,just10_gt2,84.0,21,1.0,2.0
Montenegro,2001.0,just10,3,82,1029,34,1996.0,2008.0,just10_gt3,84.0,21,1.0,3.0
Montenegro,2001.0,just10,4,67,1029,34,1996.0,2008.0,just10_gt4,84.0,21,1.0,4.0
Montenegro,2001.0,just10,5,32,1029,34,1996.0,2008.0,just10_gt5,84.0,21,1.0,5.0
Montenegro,2001.0,just10,6,18,1029,34,1996.0,2008.0,just10_gt6,84.0,21,1.0,6.0
Montenegro,2001.0,just10,7,11,1029,34,1996.0,2008.0,just10_gt7,84.0,21,1.0,7.0
Montenegro,2001.0,just10,8,7,1029,34,1996.0,2008.0,just10_gt8,84.0,21,1.0,8.0
Montenegro,2001.0,just10,9,4,1029,34,1996.0,2008.0,just10_gt9,84.0,21,1.0,9.0
Montenegro,2001.0,neigh2,1,279,1060,34,1996.0,2008.0,neigh2_gt1,84.0,21,5.0,22.0
Montenegro,2008.0,just10,1,229,1458,34,1996.0,2008.0,just10_gt1,84.0,28,1.0,1.0
Montenegro,2008.0,just10,2,187,1458,34,1996.0,2008.0,just10_gt2,84.0,28,1.0,2.0
Montenegro,2008.0,just10,3,158,1458,34,1996.0,2008.0,just10_gt3,84.0,28,1.0,3.0
Montenegro,2008.0,just10,4,139,1458,34,1996.0,2008.0,just10_gt4,84.0,28,1.0,4.0
Montenegro,2008.0,just10,5,83,1458,34,1996.0,2008.0,just10_gt5,84.0,28,1.0,5.0
Montenegro,2008.0,just10,6,65,1458,34,1996.0,2008.0,just10_gt6,84.0,28,1.0,6.0
Montenegro,2008.0,just10,7,53,1458,34,1996.0,2008.0,just10_gt7,84.0,28,1.0,7.0
Montenegro,2008.0,just10,8,44,1458,34,1996.0,2008.0,just10_gt8,84.0,28,1.0,8.0
Montenegro,2008.0,just10,9,36,1458,34,1996.0,2008.0,just10_gt9,84.0,28,1.0,9.0
Montenegro,2008.0,neigh2,1,501,1474,34,1996.0,2008.0,neigh2_gt1,84.0,28,5.0,22.0
Montenegro,2008.0,adopt5,1,871,1460,34,1996.0,2008.0,adopt5_gt1,84.0,28,12.0,34.0
Montenegro,2008.0,adopt5,2,299,1460,34,1996.0,2008.0,adopt5_gt2,84.0,28,12.0,35.0
Montenegro,2008.0,adopt5,3,106,1460,34,1996.0,2008.0,adopt5_gt3,84.0,28,12.0,36.0
Montenegro,2008.0,adopt5,4,29,1460,34,1996.0,2008.0,adopt5_gt4,84.0,28,12.0,37.0
Pakistan,2001.0,just10,1,73,2000,32,2001.0,2013.0,just10_gt1,85.0,21,1.0,1.0
Pakistan,2001.0,just10,2,21,2000,32,2001.0,2013.0,just10_gt2,85.0,21,1.0,2.0
Pakistan,2001.0,just10,3,9,2000,32,2001.0,2013.0,just10_gt3,85.0,21,1.0,3.0
Pakistan,2001.0,just10,4,0,2000,32,2001.0,2013.0,just10_gt4,85.0,21,1.0,4.0
Pakistan,2001.0,just10,5,0,2000,32,2001.0,2013.0,just10_gt5,85.0,21,1.0,5.0
Pakistan,2001.0,just10,6,0,2000,32,2001.0,2013.0,just10_gt6,85.0,21,1.0,6.0
Pakistan,2001.0,just10,7,0,2000,32,2001.0,2013.0,just10_gt7,85.0,21,1.0,7.0
Pakistan,2001.0,just10,8,0,2000,32,2001.0,2013.0,just10_gt8,85.0,21,1.0,8.0
Pakistan,2001.0,just10,9,0,2000,32,2001.0,2013.0,just10_gt9,85.0,21,1.0,9.0
Pakistan,2001.0,neigh2,1,2000,2000,32,2001.0,2013.0,neigh2_gt1,85.0,21,5.0,22.0
Pakistan,2002.0,accept2,1,197,1437,32,2001.0,2013.0,accept2_gt1,85.0,22,10.0,29.0
Pakistan,2005.0,just10,1,217,1031,32,2001.0,2013.0,just10_gt1,85.0,25,1.0,1.0
Pakistan,2005.0,just10,2,170,1031,32,2001.0,2013.0,just10_gt2,85.0,25,1.0,2.0
Pakistan,2005.0,just10,3,140,1031,32,2001.0,2013.0,just10_gt3,85.0,25,1.0,3.0
Pakistan,2005.0,just10,4,111,1031,32,2001.0,2013.0,just10_gt4,85.0,25,1.0,4.0
Pakistan,2005.0,just10,5,83,1031,32,2001.0,2013.0,just10_gt5,85.0,25,1.0,5.0
Pakistan,2005.0,just10,6,71,1031,32,2001.0,2013.0,just10_gt6,85.0,25,1.0,6.0
Pakistan,2005.0,just10,7,60,1031,32,2001.0,2013.0,just10_gt7,85.0,25,1.0,7.0
Pakistan,2005.0,just10,8,39,1031,32,2001.0,2013.0,just10_gt8,85.0,25,1.0,8.0
Pakistan,2005.0,just10,9,12,1031,32,2001.0,2013.0,just10_gt9,85.0,25,1.0,9.0
Pakistan,2011.0,accept2,1,396,2548,32,2001.0,2013.0,accept2_gt1,85.0,31,10.0,29.0
Pakistan,2012.0,just10,1,319,1200,32,2001.0,2013.0,just10_gt1,85.0,32,1.0,1.0
Pakistan,2012.0,just10,2,144,1200,32,2001.0,2013.0,just10_gt2,85.0,32,1.0,2.0
Pakistan,2012.0,just10,3,78,1200,32,2001.0,2013.0,just10_gt3,85.0,32,1.0,3.0
Pakistan,2012.0,just10,4,52,1200,32,2001.0,2013.0,just10_gt4,85.0,32,1.0,4.0
Pakistan,2012.0,just10,5,38,1200,32,2001.0,2013.0,just10_gt5,85.0,32,1.0,5.0
Pakistan,2012.0,just10,6,12,1200,32,2001.0,2013.0,just10_gt6,85.0,32,1.0,6.0
Pakistan,2012.0,just10,7,4,1200,32,2001.0,2013.0,just10_gt7,85.0,32,1.0,7.0
Pakistan,2012.0,just10,8,0,1200,32,2001.0,2013.0,just10_gt8,85.0,32,1.0,8.0
Pakistan,2012.0,just10,9,0,1200,32,2001.0,2013.0,just10_gt9,85.0,32,1.0,9.0
Pakistan,2012.0,neigh2,1,492,1200,32,2001.0,2013.0,neigh2_gt1,85.0,32,5.0,22.0
Pakistan,2013.0,accept2,1,23,1073,32,2001.0,2013.0,accept2_gt1,85.0,33,10.0,29.0
Taiwan,2006.0,just10,1,736,1221,31,2006.0,2012.0,just10_gt1,86.0,26,1.0,1.0
Taiwan,2006.0,just10,2,678,1221,31,2006.0,2012.0,just10_gt2,86.0,26,1.0,2.0
Taiwan,2006.0,just10,3,598,1221,31,2006.0,2012.0,just10_gt3,86.0,26,1.0,3.0
Taiwan,2006.0,just10,4,553,1221,31,2006.0,2012.0,just10_gt4,86.0,26,1.0,4.0
Taiwan,2006.0,just10,5,315,1221,31,2006.0,2012.0,just10_gt5,86.0,26,1.0,5.0
Taiwan,2006.0,just10,6,225,1221,31,2006.0,2012.0,just10_gt6,86.0,26,1.0,6.0
Taiwan,2006.0,just10,7,167,1221,31,2006.0,2012.0,just10_gt7,86.0,26,1.0,7.0
Taiwan,2006.0,just10,8,88,1221,31,2006.0,2012.0,just10_gt8,86.0,26,1.0,8.0
Taiwan,2006.0,just10,9,64,1221,31,2006.0,2012.0,just10_gt9,86.0,26,1.0,9.0
Taiwan,2006.0,neigh2,1,548,1227,31,2006.0,2012.0,neigh2_gt1,86.0,26,5.0,22.0
Taiwan,2009.0,approve4,1,701,1718,31,2006.0,2012.0,approve4_gt1,86.0,29,6.0,23.0
Taiwan,2009.0,approve4,2,529,1718,31,2006.0,2012.0,approve4_gt2,86.0,29,6.0,24.0
Taiwan,2009.0,approve4,3,335,1718,31,2006.0,2012.0,approve4_gt3,86.0,29,6.0,25.0
Taiwan,2012.0,just10,1,862,1152,31,2006.0,2012.0,just10_gt1,86.0,32,1.0,1.0
Taiwan,2012.0,just10,2,798,1152,31,2006.0,2012.0,just10_gt2,86.0,32,1.0,2.0
Taiwan,2012.0,just10,3,724,1152,31,2006.0,2012.0,just10_gt3,86.0,32,1.0,3.0
Taiwan,2012.0,just10,4,670,1152,31,2006.0,2012.0,just10_gt4,86.0,32,1.0,4.0
Taiwan,2012.0,just10,5,391,1152,31,2006.0,2012.0,just10_gt5,86.0,32,1.0,5.0
Taiwan,2012.0,just10,6,311,1152,31,2006.0,2012.0,just10_gt6,86.0,32,1.0,6.0
Taiwan,2012.0,just10,7,237,1152,31,2006.0,2012.0,just10_gt7,86.0,32,1.0,7.0
Taiwan,2012.0,just10,8,143,1152,31,2006.0,2012.0,just10_gt8,86.0,32,1.0,8.0
Taiwan,2012.0,just10,9,98,1152,31,2006.0,2012.0,just10_gt9,86.0,32,1.0,9.0
Taiwan,2012.0,neigh2,1,733,1238,31,2006.0,2012.0,neigh2_gt1,86.0,32,5.0,22.0
Taiwan,2012.0,ff5,1,1683,1879,31,2006.0,2012.0,ff5_gt1,86.0,32,14.0,47.0
Taiwan,2012.0,ff5,2,950,1879,31,2006.0,2012.0,ff5_gt2,86.0,32,14.0,48.0
Taiwan,2012.0,ff5,3,770,1879,31,2006.0,2012.0,ff5_gt3,86.0,32,14.0,49.0
Taiwan,2012.0,ff5,4,57,1879,31,2006.0,2012.0,ff5_gt4,86.0,32,14.0,50.0
Taiwan,2012.0,mm5,1,1641,1874,31,2006.0,2012.0,mm5_gt1,86.0,32,15.0,51.0
Taiwan,2012.0,mm5,2,790,1874,31,2006.0,2012.0,mm5_gt2,86.0,32,15.0,52.0
Taiwan,2012.0,mm5,3,608,1874,31,2006.0,2012.0,mm5_gt3,86.0,32,15.0,53.0
Taiwan,2012.0,mm5,4,47,1874,31,2006.0,2012.0,mm5_gt4,86.0,32,15.0,54.0
Kyrgyzstan,2003.0,just10,1,201,1033,29,2003.0,2011.0,just10_gt1,87.0,23,1.0,1.0
Kyrgyzstan,2003.0,just10,2,164,1033,29,2003.0,2011.0,just10_gt2,87.0,23,1.0,2.0
Kyrgyzstan,2003.0,just10,3,131,1033,29,2003.0,2011.0,just10_gt3,87.0,23,1.0,3.0
Kyrgyzstan,2003.0,just10,4,120,1033,29,2003.0,2011.0,just10_gt4,87.0,23,1.0,4.0
Kyrgyzstan,2003.0,just10,5,79,1033,29,2003.0,2011.0,just10_gt5,87.0,23,1.0,5.0
Kyrgyzstan,2003.0,just10,6,45,1033,29,2003.0,2011.0,just10_gt6,87.0,23,1.0,6.0
Kyrgyzstan,2003.0,just10,7,26,1033,29,2003.0,2011.0,just10_gt7,87.0,23,1.0,7.0
Kyrgyzstan,2003.0,just10,8,17,1033,29,2003.0,2011.0,just10_gt8,87.0,23,1.0,8.0
Kyrgyzstan,2003.0,just10,9,11,1033,29,2003.0,2011.0,just10_gt9,87.0,23,1.0,9.0
Kyrgyzstan,2003.0,neigh2,1,355,1043,29,2003.0,2011.0,neigh2_gt1,87.0,23,5.0,22.0
Kyrgyzstan,2005.0,just10,1,232,691,29,2003.0,2011.0,just10_gt1,87.0,25,1.0,1.0
Kyrgyzstan,2005.0,just10,2,180,691,29,2003.0,2011.0,just10_gt2,87.0,25,1.0,2.0
Kyrgyzstan,2005.0,just10,3,160,691,29,2003.0,2011.0,just10_gt3,87.0,25,1.0,3.0
Kyrgyzstan,2005.0,just10,4,140,691,29,2003.0,2011.0,just10_gt4,87.0,25,1.0,4.0
Kyrgyzstan,2005.0,just10,5,66,691,29,2003.0,2011.0,just10_gt5,87.0,25,1.0,5.0
Kyrgyzstan,2005.0,just10,6,36,691,29,2003.0,2011.0,just10_gt6,87.0,25,1.0,6.0
Kyrgyzstan,2005.0,just10,7,26,691,29,2003.0,2011.0,just10_gt7,87.0,25,1.0,7.0
Kyrgyzstan,2005.0,just10,8,17,691,29,2003.0,2011.0,just10_gt8,87.0,25,1.0,8.0
Kyrgyzstan,2005.0,just10,9,13,691,29,2003.0,2011.0,just10_gt9,87.0,25,1.0,9.0
Kyrgyzstan,2011.0,just10,1,467,1494,29,2003.0,2011.0,just10_gt1,87.0,31,1.0,1.0
Kyrgyzstan,2011.0,just10,2,307,1494,29,2003.0,2011.0,just10_gt2,87.0,31,1.0,2.0
Kyrgyzstan,2011.0,just10,3,210,1494,29,2003.0,2011.0,just10_gt3,87.0,31,1.0,3.0
Kyrgyzstan,2011.0,just10,4,148,1494,29,2003.0,2011.0,just10_gt4,87.0,31,1.0,4.0
Kyrgyzstan,2011.0,just10,5,74,1494,29,2003.0,2011.0,just10_gt5,87.0,31,1.0,5.0
Kyrgyzstan,2011.0,just10,6,53,1494,29,2003.0,2011.0,just10_gt6,87.0,31,1.0,6.0
Kyrgyzstan,2011.0,just10,7,34,1494,29,2003.0,2011.0,just10_gt7,87.0,31,1.0,7.0
Kyrgyzstan,2011.0,just10,8,26,1494,29,2003.0,2011.0,just10_gt8,87.0,31,1.0,8.0
Kyrgyzstan,2011.0,just10,9,21,1494,29,2003.0,2011.0,just10_gt9,87.0,31,1.0,9.0
Kyrgyzstan,2011.0,neigh2,1,345,1500,29,2003.0,2011.0,neigh2_gt1,87.0,31,5.0,22.0
Thailand,2004.0,just10,1,220,800,28,2004.0,2007.0,just10_gt1,88.0,24,1.0,1.0
Thailand,2004.0,just10,2,178,800,28,2004.0,2007.0,just10_gt2,88.0,24,1.0,2.0
Thailand,2004.0,just10,3,147,800,28,2004.0,2007.0,just10_gt3,88.0,24,1.0,3.0
Thailand,2004.0,just10,4,137,800,28,2004.0,2007.0,just10_gt4,88.0,24,1.0,4.0
Thailand,2004.0,just10,5,43,800,28,2004.0,2007.0,just10_gt5,88.0,24,1.0,5.0
Thailand,2004.0,just10,6,34,800,28,2004.0,2007.0,just10_gt6,88.0,24,1.0,6.0
Thailand,2004.0,just10,7,26,800,28,2004.0,2007.0,just10_gt7,88.0,24,1.0,7.0
Thailand,2004.0,just10,8,20,800,28,2004.0,2007.0,just10_gt8,88.0,24,1.0,8.0
Thailand,2004.0,just10,9,13,800,28,2004.0,2007.0,just10_gt9,88.0,24,1.0,9.0
Thailand,2006.0,just10,1,613,983,28,2004.0,2007.0,just10_gt1,88.0,26,1.0,1.0
Thailand,2006.0,just10,2,518,983,28,2004.0,2007.0,just10_gt2,88.0,26,1.0,2.0
Thailand,2006.0,just10,3,423,983,28,2004.0,2007.0,just10_gt3,88.0,26,1.0,3.0
Thailand,2006.0,just10,4,347,983,28,2004.0,2007.0,just10_gt4,88.0,26,1.0,4.0
Thailand,2006.0,just10,5,216,983,28,2004.0,2007.0,just10_gt5,88.0,26,1.0,5.0
Thailand,2006.0,just10,6,124,983,28,2004.0,2007.0,just10_gt6,88.0,26,1.0,6.0
Thailand,2006.0,just10,7,78,983,28,2004.0,2007.0,just10_gt7,88.0,26,1.0,7.0
Thailand,2006.0,just10,8,50,983,28,2004.0,2007.0,just10_gt8,88.0,26,1.0,8.0
Thailand,2006.0,just10,9,27,983,28,2004.0,2007.0,just10_gt9,88.0,26,1.0,9.0
Thailand,2007.0,just10,1,1518,2523,28,2004.0,2007.0,just10_gt1,88.0,27,1.0,1.0
Thailand,2007.0,just10,2,1110,2523,28,2004.0,2007.0,just10_gt2,88.0,27,1.0,2.0
Thailand,2007.0,just10,3,812,2523,28,2004.0,2007.0,just10_gt3,88.0,27,1.0,3.0
Thailand,2007.0,just10,4,587,2523,28,2004.0,2007.0,just10_gt4,88.0,27,1.0,4.0
Thailand,2007.0,just10,5,190,2523,28,2004.0,2007.0,just10_gt5,88.0,27,1.0,5.0
Thailand,2007.0,just10,6,129,2523,28,2004.0,2007.0,just10_gt6,88.0,27,1.0,6.0
Thailand,2007.0,just10,7,87,2523,28,2004.0,2007.0,just10_gt7,88.0,27,1.0,7.0
Thailand,2007.0,just10,8,55,2523,28,2004.0,2007.0,just10_gt8,88.0,27,1.0,8.0
Thailand,2007.0,just10,9,44,2523,28,2004.0,2007.0,just10_gt9,88.0,27,1.0,9.0
Thailand,2007.0,neigh2,1,1008,1521,28,2004.0,2007.0,neigh2_gt1,88.0,27,5.0,22.0
Ghana,2002.0,accept2,1,29,685,25,2002.0,2013.0,accept2_gt1,89.0,22,10.0,29.0
Ghana,2007.0,just10,1,398,1492,25,2002.0,2013.0,just10_gt1,89.0,27,1.0,1.0
Ghana,2007.0,just10,2,210,1492,25,2002.0,2013.0,just10_gt2,89.0,27,1.0,2.0
Ghana,2007.0,just10,3,148,1492,25,2002.0,2013.0,just10_gt3,89.0,27,1.0,3.0
Ghana,2007.0,just10,4,115,1492,25,2002.0,2013.0,just10_gt4,89.0,27,1.0,4.0
Ghana,2007.0,just10,5,81,1492,25,2002.0,2013.0,just10_gt5,89.0,27,1.0,5.0
Ghana,2007.0,just10,6,68,1492,25,2002.0,2013.0,just10_gt6,89.0,27,1.0,6.0
Ghana,2007.0,just10,7,56,1492,25,2002.0,2013.0,just10_gt7,89.0,27,1.0,7.0
Ghana,2007.0,just10,8,39,1492,25,2002.0,2013.0,just10_gt8,89.0,27,1.0,8.0
Ghana,2007.0,just10,9,16,1492,25,2002.0,2013.0,just10_gt9,89.0,27,1.0,9.0
Ghana,2007.0,neigh2,1,322,1534,25,2002.0,2013.0,neigh2_gt1,89.0,27,5.0,22.0
Ghana,2007.0,accept2,1,31,694,25,2002.0,2013.0,accept2_gt1,89.0,27,10.0,29.0
