country,year,variable,cutpoint,y_r,n,cc_rank,firstyr,lastyr,variable_cp,ccode,tcode,qcode,rcode
United Kingdom,1981.0,just10,1,582,1108,227,1981.0,2015.0,just10_gt1,1.0,1,1.0,1.0
United Kingdom,1981.0,just10,2,537,1108,227,1981.0,2015.0,just10_gt2,1.0,1,1.0,2.0
United Kingdom,1981.0,just10,3,463,1108,227,1981.0,2015.0,just10_gt3,1.0,1,1.0,3.0
United Kingdom,1981.0,just10,4,398,1108,227,1981.0,2015.0,just10_gt4,1.0,1,1.0,4.0
United Kingdom,1981.0,just10,5,228,1108,227,1981.0,2015.0,just10_gt5,1.0,1,1.0,5.0
United Kingdom,1981.0,just10,6,182,1108,227,1981.0,2015.0,just10_gt6,1.0,1,1.0,6.0
United Kingdom,1981.0,just10,7,137,1108,227,1981.0,2015.0,just10_gt7,1.0,1,1.0,7.0
United Kingdom,1981.0,just10,8,80,1108,227,1981.0,2015.0,just10_gt8,1.0,1,1.0,8.0
United Kingdom,1981.0,just10,9,62,1108,227,1981.0,2015.0,just10_gt9,1.0,1,1.0,9.0
United Kingdom,1983.0,approve5,1,727,1598,227,1981.0,2015.0,approve5_gt1,1.0,3,2.0,10.0
United Kingdom,1983.0,approve5,2,514,1598,227,1981.0,2015.0,approve5_gt2,1.0,3,2.0,11.0
United Kingdom,1983.0,approve5,3,370,1598,227,1981.0,2015.0,approve5_gt3,1.0,3,2.0,12.0
United Kingdom,1983.0,approve5,4,305,1598,227,1981.0,2015.0,approve5_gt4,1.0,3,2.0,13.0
United Kingdom,1984.0,approve5,1,642,1536,227,1981.0,2015.0,approve5_gt1,1.0,4,2.0,10.0
United Kingdom,1984.0,approve5,2,422,1536,227,1981.0,2015.0,approve5_gt2,1.0,4,2.0,11.0
United Kingdom,1984.0,approve5,3,302,1536,227,1981.0,2015.0,approve5_gt3,1.0,4,2.0,12.0
United Kingdom,1984.0,approve5,4,261,1536,227,1981.0,2015.0,approve5_gt4,1.0,4,2.0,13.0
United Kingdom,1984.0,accept5,1,867,986,227,1981.0,2015.0,accept5_gt1,1.0,4,3.0,14.0
United Kingdom,1984.0,accept5,2,752,986,227,1981.0,2015.0,accept5_gt2,1.0,4,3.0,15.0
United Kingdom,1984.0,accept5,3,621,986,227,1981.0,2015.0,accept5_gt3,1.0,4,3.0,16.0
United Kingdom,1984.0,accept5,4,391,986,227,1981.0,2015.0,accept5_gt4,1.0,4,3.0,17.0
United Kingdom,1985.0,approve5,1,595,1662,227,1981.0,2015.0,approve5_gt1,1.0,5,2.0,10.0
United Kingdom,1985.0,approve5,2,419,1662,227,1981.0,2015.0,approve5_gt2,1.0,5,2.0,11.0
United Kingdom,1985.0,approve5,3,292,1662,227,1981.0,2015.0,approve5_gt3,1.0,5,2.0,12.0
United Kingdom,1985.0,approve5,4,225,1662,227,1981.0,2015.0,approve5_gt4,1.0,5,2.0,13.0
United Kingdom,1987.0,approve5,1,453,1370,227,1981.0,2015.0,approve5_gt1,1.0,7,2.0,10.0
United Kingdom,1987.0,approve5,2,298,1370,227,1981.0,2015.0,approve5_gt2,1.0,7,2.0,11.0
United Kingdom,1987.0,approve5,3,186,1370,227,1981.0,2015.0,approve5_gt3,1.0,7,2.0,12.0
United Kingdom,1987.0,approve5,4,155,1370,227,1981.0,2015.0,approve5_gt4,1.0,7,2.0,13.0
United Kingdom,1988.0,marry5,1,737,1228,227,1981.0,2015.0,marry5_gt1,1.0,8,4.0,18.0
United Kingdom,1988.0,marry5,2,368,1228,227,1981.0,2015.0,marry5_gt2,1.0,8,4.0,19.0
United Kingdom,1988.0,marry5,3,172,1228,227,1981.0,2015.0,marry5_gt3,1.0,8,4.0,20.0
United Kingdom,1988.0,marry5,4,33,1228,227,1981.0,2015.0,marry5_gt4,1.0,8,4.0,21.0
United Kingdom,1989.0,approve5,1,598,1437,227,1981.0,2015.0,approve5_gt1,1.0,9,2.0,10.0
United Kingdom,1989.0,approve5,2,406,1437,227,1981.0,2015.0,approve5_gt2,1.0,9,2.0,11.0
United Kingdom,1989.0,approve5,3,265,1437,227,1981.0,2015.0,approve5_gt3,1.0,9,2.0,12.0
United Kingdom,1989.0,approve5,4,207,1437,227,1981.0,2015.0,approve5_gt4,1.0,9,2.0,13.0
United Kingdom,1989.0,marry5,1,737,1228,227,1981.0,2015.0,marry5_gt1,1.0,9,4.0,18.0
United Kingdom,1989.0,marry5,2,368,1228,227,1981.0,2015.0,marry5_gt2,1.0,9,4.0,19.0
United Kingdom,1989.0,marry5,3,172,1228,227,1981.0,2015.0,marry5_gt3,1.0,9,4.0,20.0
United Kingdom,1989.0,marry5,4,33,1228,227,1981.0,2015.0,marry5_gt4,1.0,9,4.0,21.0
United Kingdom,1990.0,just10,1,855,1433,227,1981.0,2015.0,just10_gt1,1.0,10,1.0,1.0
United Kingdom,1990.0,just10,2,769,1433,227,1981.0,2015.0,just10_gt2,1.0,10,1.0,2.0
United Kingdom,1990.0,just10,3,644,1433,227,1981.0,2015.0,just10_gt3,1.0,10,1.0,3.0
United Kingdom,1990.0,just10,4,553,1433,227,1981.0,2015.0,just10_gt4,1.0,10,1.0,4.0
United Kingdom,1990.0,just10,5,275,1433,227,1981.0,2015.0,just10_gt5,1.0,10,1.0,5.0
United Kingdom,1990.0,just10,6,209,1433,227,1981.0,2015.0,just10_gt6,1.0,10,1.0,6.0
United Kingdom,1990.0,just10,7,161,1433,227,1981.0,2015.0,just10_gt7,1.0,10,1.0,7.0
United Kingdom,1990.0,just10,8,97,1433,227,1981.0,2015.0,just10_gt8,1.0,10,1.0,8.0
United Kingdom,1990.0,just10,9,68,1433,227,1981.0,2015.0,just10_gt9,1.0,10,1.0,9.0
United Kingdom,1990.0,approve5,1,530,1332,227,1981.0,2015.0,approve5_gt1,1.0,10,2.0,10.0
United Kingdom,1990.0,approve5,2,377,1332,227,1981.0,2015.0,approve5_gt2,1.0,10,2.0,11.0
United Kingdom,1990.0,approve5,3,263,1332,227,1981.0,2015.0,approve5_gt3,1.0,10,2.0,12.0
United Kingdom,1990.0,approve5,4,204,1332,227,1981.0,2015.0,approve5_gt4,1.0,10,2.0,13.0
United Kingdom,1990.0,neigh2,1,1022,1484,227,1981.0,2015.0,neigh2_gt1,1.0,10,5.0,22.0
United Kingdom,1991.0,approve4,1,452,1104,227,1981.0,2015.0,approve4_gt1,1.0,11,6.0,23.0
United Kingdom,1991.0,approve4,2,362,1104,227,1981.0,2015.0,approve4_gt2,1.0,11,6.0,24.0
United Kingdom,1991.0,approve4,3,235,1104,227,1981.0,2015.0,approve4_gt3,1.0,11,6.0,25.0
United Kingdom,1993.0,marry2,1,418,1215,227,1981.0,2015.0,marry2_gt1,1.0,13,7.0,26.0
United Kingdom,1993.0,civil2,1,526,1207,227,1981.0,2015.0,civil2_gt1,1.0,13,8.0,27.0
United Kingdom,1993.0,adopt2,1,183,1253,227,1981.0,2015.0,adopt2_gt1,1.0,13,9.0,28.0
United Kingdom,1994.0,approve4,1,357,833,227,1981.0,2015.0,approve4_gt1,1.0,14,6.0,23.0
United Kingdom,1994.0,approve4,2,303,833,227,1981.0,2015.0,approve4_gt2,1.0,14,6.0,24.0
United Kingdom,1994.0,approve4,3,218,833,227,1981.0,2015.0,approve4_gt3,1.0,14,6.0,25.0
United Kingdom,1996.0,approve5,1,3388,4492,227,1981.0,2015.0,approve5_gt1,1.0,16,2.0,10.0
United Kingdom,1996.0,approve5,2,2790,4492,227,1981.0,2015.0,approve5_gt2,1.0,16,2.0,11.0
United Kingdom,1996.0,approve5,3,1648,4492,227,1981.0,2015.0,approve5_gt3,1.0,16,2.0,12.0
United Kingdom,1996.0,approve5,4,736,4492,227,1981.0,2015.0,approve5_gt4,1.0,16,2.0,13.0
United Kingdom,1997.0,approve5,1,3599,4108,227,1981.0,2015.0,approve5_gt1,1.0,17,2.0,10.0
United Kingdom,1997.0,approve5,2,3091,4108,227,1981.0,2015.0,approve5_gt2,1.0,17,2.0,11.0
United Kingdom,1997.0,approve5,3,1619,4108,227,1981.0,2015.0,approve5_gt3,1.0,17,2.0,12.0
United Kingdom,1997.0,approve5,4,515,4108,227,1981.0,2015.0,approve5_gt4,1.0,17,2.0,13.0
United Kingdom,1998.0,just10,1,839,1046,227,1981.0,2015.0,just10_gt1,1.0,18,1.0,1.0
United Kingdom,1998.0,just10,2,777,1046,227,1981.0,2015.0,just10_gt2,1.0,18,1.0,2.0
United Kingdom,1998.0,just10,3,701,1046,227,1981.0,2015.0,just10_gt3,1.0,18,1.0,3.0
United Kingdom,1998.0,just10,4,646,1046,227,1981.0,2015.0,just10_gt4,1.0,18,1.0,4.0
United Kingdom,1998.0,just10,5,426,1046,227,1981.0,2015.0,just10_gt5,1.0,18,1.0,5.0
United Kingdom,1998.0,just10,6,352,1046,227,1981.0,2015.0,just10_gt6,1.0,18,1.0,6.0
United Kingdom,1998.0,just10,7,295,1046,227,1981.0,2015.0,just10_gt7,1.0,18,1.0,7.0
United Kingdom,1998.0,just10,8,229,1046,227,1981.0,2015.0,just10_gt8,1.0,18,1.0,8.0
United Kingdom,1998.0,just10,9,172,1046,227,1981.0,2015.0,just10_gt9,1.0,18,1.0,9.0
United Kingdom,1998.0,approve5,1,578,993,227,1981.0,2015.0,approve5_gt1,1.0,18,2.0,10.0
United Kingdom,1998.0,approve5,2,454,993,227,1981.0,2015.0,approve5_gt2,1.0,18,2.0,11.0
United Kingdom,1998.0,approve5,3,336,993,227,1981.0,2015.0,approve5_gt3,1.0,18,2.0,12.0
United Kingdom,1998.0,approve5,4,251,993,227,1981.0,2015.0,approve5_gt4,1.0,18,2.0,13.0
United Kingdom,1998.0,neigh2,1,856,1093,227,1981.0,2015.0,neigh2_gt1,1.0,18,5.0,22.0
United Kingdom,1998.0,approve4,1,388,694,227,1981.0,2015.0,approve4_gt1,1.0,18,6.0,23.0
United Kingdom,1998.0,approve4,2,332,694,227,1981.0,2015.0,approve4_gt2,1.0,18,6.0,24.0
United Kingdom,1998.0,approve4,3,241,694,227,1981.0,2015.0,approve4_gt3,1.0,18,6.0,25.0
United Kingdom,1999.0,just10,1,740,980,227,1981.0,2015.0,just10_gt1,1.0,19,1.0,1.0
United Kingdom,1999.0,just10,2,680,980,227,1981.0,2015.0,just10_gt2,1.0,19,1.0,2.0
United Kingdom,1999.0,just10,3,633,980,227,1981.0,2015.0,just10_gt3,1.0,19,1.0,3.0
United Kingdom,1999.0,just10,4,563,980,227,1981.0,2015.0,just10_gt4,1.0,19,1.0,4.0
United Kingdom,1999.0,just10,5,351,980,227,1981.0,2015.0,just10_gt5,1.0,19,1.0,5.0
United Kingdom,1999.0,just10,6,285,980,227,1981.0,2015.0,just10_gt6,1.0,19,1.0,6.0
United Kingdom,1999.0,just10,7,242,980,227,1981.0,2015.0,just10_gt7,1.0,19,1.0,7.0
United Kingdom,1999.0,just10,8,179,980,227,1981.0,2015.0,just10_gt8,1.0,19,1.0,8.0
United Kingdom,1999.0,just10,9,139,980,227,1981.0,2015.0,just10_gt9,1.0,19,1.0,9.0
United Kingdom,1999.0,approve5,1,568,967,227,1981.0,2015.0,approve5_gt1,1.0,19,2.0,10.0
United Kingdom,1999.0,approve5,2,457,967,227,1981.0,2015.0,approve5_gt2,1.0,19,2.0,11.0
United Kingdom,1999.0,approve5,3,363,967,227,1981.0,2015.0,approve5_gt3,1.0,19,2.0,12.0
United Kingdom,1999.0,approve5,4,285,967,227,1981.0,2015.0,approve5_gt4,1.0,19,2.0,13.0
United Kingdom,1999.0,neigh2,1,757,1000,227,1981.0,2015.0,neigh2_gt1,1.0,19,5.0,22.0
United Kingdom,2e3,approve5,1,2003,3261,227,1981.0,2015.0,approve5_gt1,1.0,20,2.0,10.0
United Kingdom,2e3,approve5,2,1686,3261,227,1981.0,2015.0,approve5_gt2,1.0,20,2.0,11.0
United Kingdom,2e3,approve5,3,1386,3261,227,1981.0,2015.0,approve5_gt3,1.0,20,2.0,12.0
United Kingdom,2e3,approve5,4,1162,3261,227,1981.0,2015.0,approve5_gt4,1.0,20,2.0,13.0
United Kingdom,2002.0,accept2,1,373,484,227,1981.0,2015.0,accept2_gt1,1.0,22,10.0,29.0
United Kingdom,2002.0,free5,1,1971,2040,227,1981.0,2015.0,free5_gt1,1.0,22,11.0,30.0
United Kingdom,2002.0,free5,2,1798,2040,227,1981.0,2015.0,free5_gt2,1.0,22,11.0,31.0
United Kingdom,2002.0,free5,3,1545,2040,227,1981.0,2015.0,free5_gt3,1.0,22,11.0,32.0
United Kingdom,2002.0,free5,4,372,2040,227,1981.0,2015.0,free5_gt4,1.0,22,11.0,33.0
United Kingdom,2003.0,approve5,1,1304,1973,227,1981.0,2015.0,approve5_gt1,1.0,23,2.0,10.0
United Kingdom,2003.0,approve5,2,1119,1973,227,1981.0,2015.0,approve5_gt2,1.0,23,2.0,11.0
United Kingdom,2003.0,approve5,3,923,1973,227,1981.0,2015.0,approve5_gt3,1.0,23,2.0,12.0
United Kingdom,2003.0,approve5,4,779,1973,227,1981.0,2015.0,approve5_gt4,1.0,23,2.0,13.0
United Kingdom,2004.0,free5,1,1825,1880,227,1981.0,2015.0,free5_gt1,1.0,24,11.0,30.0
United Kingdom,2004.0,free5,2,1708,1880,227,1981.0,2015.0,free5_gt2,1.0,24,11.0,31.0
United Kingdom,2004.0,free5,3,1427,1880,227,1981.0,2015.0,free5_gt3,1.0,24,11.0,32.0
United Kingdom,2004.0,free5,4,475,1880,227,1981.0,2015.0,free5_gt4,1.0,24,11.0,33.0
United Kingdom,2005.0,just10,1,739,927,227,1981.0,2015.0,just10_gt1,1.0,25,1.0,1.0
United Kingdom,2005.0,just10,2,693,927,227,1981.0,2015.0,just10_gt2,1.0,25,1.0,2.0
United Kingdom,2005.0,just10,3,647,927,227,1981.0,2015.0,just10_gt3,1.0,25,1.0,3.0
United Kingdom,2005.0,just10,4,613,927,227,1981.0,2015.0,just10_gt4,1.0,25,1.0,4.0
United Kingdom,2005.0,just10,5,467,927,227,1981.0,2015.0,just10_gt5,1.0,25,1.0,5.0
United Kingdom,2005.0,just10,6,400,927,227,1981.0,2015.0,just10_gt6,1.0,25,1.0,6.0
United Kingdom,2005.0,just10,7,332,927,227,1981.0,2015.0,just10_gt7,1.0,25,1.0,7.0
United Kingdom,2005.0,just10,8,260,927,227,1981.0,2015.0,just10_gt8,1.0,25,1.0,8.0
United Kingdom,2005.0,just10,9,201,927,227,1981.0,2015.0,just10_gt9,1.0,25,1.0,9.0
United Kingdom,2005.0,approve5,1,1359,1929,227,1981.0,2015.0,approve5_gt1,1.0,25,2.0,10.0
United Kingdom,2005.0,approve5,2,1117,1929,227,1981.0,2015.0,approve5_gt2,1.0,25,2.0,11.0
United Kingdom,2005.0,approve5,3,953,1929,227,1981.0,2015.0,approve5_gt3,1.0,25,2.0,12.0
United Kingdom,2005.0,approve5,4,769,1929,227,1981.0,2015.0,approve5_gt4,1.0,25,2.0,13.0
United Kingdom,2005.0,neigh2,1,866,1041,227,1981.0,2015.0,neigh2_gt1,1.0,25,5.0,22.0
United Kingdom,2006.0,free5,1,2296,2375,227,1981.0,2015.0,free5_gt1,1.0,26,11.0,30.0
United Kingdom,2006.0,free5,2,2163,2375,227,1981.0,2015.0,free5_gt2,1.0,26,11.0,31.0
United Kingdom,2006.0,free5,3,1870,2375,227,1981.0,2015.0,free5_gt3,1.0,26,11.0,32.0
United Kingdom,2006.0,free5,4,647,2375,227,1981.0,2015.0,free5_gt4,1.0,26,11.0,33.0
United Kingdom,2007.0,approve5,1,681,948,227,1981.0,2015.0,approve5_gt1,1.0,27,2.0,10.0
United Kingdom,2007.0,approve5,2,577,948,227,1981.0,2015.0,approve5_gt2,1.0,27,2.0,11.0
United Kingdom,2007.0,approve5,3,501,948,227,1981.0,2015.0,approve5_gt3,1.0,27,2.0,12.0
United Kingdom,2007.0,approve5,4,399,948,227,1981.0,2015.0,approve5_gt4,1.0,27,2.0,13.0
United Kingdom,2007.0,marry5,1,734,865,227,1981.0,2015.0,marry5_gt1,1.0,27,4.0,18.0
United Kingdom,2007.0,marry5,2,610,865,227,1981.0,2015.0,marry5_gt2,1.0,27,4.0,19.0
United Kingdom,2007.0,marry5,3,428,865,227,1981.0,2015.0,marry5_gt3,1.0,27,4.0,20.0
United Kingdom,2007.0,marry5,4,151,865,227,1981.0,2015.0,marry5_gt4,1.0,27,4.0,21.0
United Kingdom,2007.0,accept2,1,358,461,227,1981.0,2015.0,accept2_gt1,1.0,27,10.0,29.0
United Kingdom,2008.0,approve4,1,1607,2616,227,1981.0,2015.0,approve4_gt1,1.0,28,6.0,23.0
United Kingdom,2008.0,approve4,2,1386,2616,227,1981.0,2015.0,approve4_gt2,1.0,28,6.0,24.0
United Kingdom,2008.0,approve4,3,1100,2616,227,1981.0,2015.0,approve4_gt3,1.0,28,6.0,25.0
United Kingdom,2008.0,free5,1,2259,2332,227,1981.0,2015.0,free5_gt1,1.0,28,11.0,30.0
United Kingdom,2008.0,free5,2,2148,2332,227,1981.0,2015.0,free5_gt2,1.0,28,11.0,31.0
United Kingdom,2008.0,free5,3,1898,2332,227,1981.0,2015.0,free5_gt3,1.0,28,11.0,32.0
United Kingdom,2008.0,free5,4,640,2332,227,1981.0,2015.0,free5_gt4,1.0,28,11.0,33.0
United Kingdom,2009.0,just10,1,1157,1511,227,1981.0,2015.0,just10_gt1,1.0,29,1.0,1.0
United Kingdom,2009.0,just10,2,1107,1511,227,1981.0,2015.0,just10_gt2,1.0,29,1.0,2.0
United Kingdom,2009.0,just10,3,1051,1511,227,1981.0,2015.0,just10_gt3,1.0,29,1.0,3.0
United Kingdom,2009.0,just10,4,970,1511,227,1981.0,2015.0,just10_gt4,1.0,29,1.0,4.0
United Kingdom,2009.0,just10,5,677,1511,227,1981.0,2015.0,just10_gt5,1.0,29,1.0,5.0
United Kingdom,2009.0,just10,6,586,1511,227,1981.0,2015.0,just10_gt6,1.0,29,1.0,6.0
United Kingdom,2009.0,just10,7,511,1511,227,1981.0,2015.0,just10_gt7,1.0,29,1.0,7.0
United Kingdom,2009.0,just10,8,408,1511,227,1981.0,2015.0,just10_gt8,1.0,29,1.0,8.0
United Kingdom,2009.0,just10,9,335,1511,227,1981.0,2015.0,just10_gt9,1.0,29,1.0,9.0
United Kingdom,2009.0,neigh2,1,1384,1543,227,1981.0,2015.0,neigh2_gt1,1.0,29,5.0,22.0
United Kingdom,2009.0,adopt5,1,1242,1464,227,1981.0,2015.0,adopt5_gt1,1.0,29,12.0,34.0
United Kingdom,2009.0,adopt5,2,826,1464,227,1981.0,2015.0,adopt5_gt2,1.0,29,12.0,35.0
United Kingdom,2009.0,adopt5,3,542,1464,227,1981.0,2015.0,adopt5_gt3,1.0,29,12.0,36.0
United Kingdom,2009.0,adopt5,4,120,1464,227,1981.0,2015.0,adopt5_gt4,1.0,29,12.0,37.0
United Kingdom,2010.0,approve5,1,763,973,227,1981.0,2015.0,approve5_gt1,1.0,30,2.0,10.0
United Kingdom,2010.0,approve5,2,660,973,227,1981.0,2015.0,approve5_gt2,1.0,30,2.0,11.0
United Kingdom,2010.0,approve5,3,569,973,227,1981.0,2015.0,approve5_gt3,1.0,30,2.0,12.0
United Kingdom,2010.0,approve5,4,481,973,227,1981.0,2015.0,approve5_gt4,1.0,30,2.0,13.0
United Kingdom,2010.0,free5,1,2349,2385,227,1981.0,2015.0,free5_gt1,1.0,30,11.0,30.0
United Kingdom,2010.0,free5,2,2244,2385,227,1981.0,2015.0,free5_gt2,1.0,30,11.0,31.0
United Kingdom,2010.0,free5,3,2023,2385,227,1981.0,2015.0,free5_gt3,1.0,30,11.0,32.0
United Kingdom,2010.0,free5,4,810,2385,227,1981.0,2015.0,free5_gt4,1.0,30,11.0,33.0
United Kingdom,2011.0,accept2,1,808,961,227,1981.0,2015.0,accept2_gt1,1.0,31,10.0,29.0
United Kingdom,2012.0,approve5,1,773,1008,227,1981.0,2015.0,approve5_gt1,1.0,32,2.0,10.0
United Kingdom,2012.0,approve5,2,703,1008,227,1981.0,2015.0,approve5_gt2,1.0,32,2.0,11.0
United Kingdom,2012.0,approve5,3,627,1008,227,1981.0,2015.0,approve5_gt3,1.0,32,2.0,12.0
United Kingdom,2012.0,approve5,4,516,1008,227,1981.0,2015.0,approve5_gt4,1.0,32,2.0,13.0
United Kingdom,2012.0,marry5,1,811,909,227,1981.0,2015.0,marry5_gt1,1.0,32,4.0,18.0
United Kingdom,2012.0,marry5,2,699,909,227,1981.0,2015.0,marry5_gt2,1.0,32,4.0,19.0
United Kingdom,2012.0,marry5,3,539,909,227,1981.0,2015.0,marry5_gt3,1.0,32,4.0,20.0
United Kingdom,2012.0,marry5,4,227,909,227,1981.0,2015.0,marry5_gt4,1.0,32,4.0,21.0
United Kingdom,2012.0,adopt2,1,536,1024,227,1981.0,2015.0,adopt2_gt1,1.0,32,9.0,28.0
United Kingdom,2012.0,free5,1,2218,2249,227,1981.0,2015.0,free5_gt1,1.0,32,11.0,30.0
United Kingdom,2012.0,free5,2,2132,2249,227,1981.0,2015.0,free5_gt2,1.0,32,11.0,31.0
United Kingdom,2012.0,free5,3,1884,2249,227,1981.0,2015.0,free5_gt3,1.0,32,11.0,32.0
United Kingdom,2012.0,free5,4,779,2249,227,1981.0,2015.0,free5_gt4,1.0,32,11.0,33.0
United Kingdom,2012.0,hioff10,1,1211,1277,227,1981.0,2015.0,hioff10_gt1,1.0,32,13.0,38.0
United Kingdom,2012.0,hioff10,2,1174,1277,227,1981.0,2015.0,hioff10_gt2,1.0,32,13.0,39.0
United Kingdom,2012.0,hioff10,3,1139,1277,227,1981.0,2015.0,hioff10_gt3,1.0,32,13.0,40.0
United Kingdom,2012.0,hioff10,4,1121,1277,227,1981.0,2015.0,hioff10_gt4,1.0,32,13.0,41.0
United Kingdom,2012.0,hioff10,5,997,1277,227,1981.0,2015.0,hioff10_gt5,1.0,32,13.0,42.0
United Kingdom,2012.0,hioff10,6,947,1277,227,1981.0,2015.0,hioff10_gt6,1.0,32,13.0,43.0
United Kingdom,2012.0,hioff10,7,880,1277,227,1981.0,2015.0,hioff10_gt7,1.0,32,13.0,44.0
United Kingdom,2012.0,hioff10,8,778,1277,227,1981.0,2015.0,hioff10_gt8,1.0,32,13.0,45.0
United Kingdom,2012.0,hioff10,9,710,1277,227,1981.0,2015.0,hioff10_gt9,1.0,32,13.0,46.0
United Kingdom,2012.0,ff5,1,823,920,227,1981.0,2015.0,ff5_gt1,1.0,32,14.0,47.0
United Kingdom,2012.0,ff5,2,591,920,227,1981.0,2015.0,ff5_gt2,1.0,32,14.0,48.0
United Kingdom,2012.0,ff5,3,420,920,227,1981.0,2015.0,ff5_gt3,1.0,32,14.0,49.0
United Kingdom,2012.0,ff5,4,119,920,227,1981.0,2015.0,ff5_gt4,1.0,32,14.0,50.0
United Kingdom,2012.0,mm5,1,798,920,227,1981.0,2015.0,mm5_gt1,1.0,32,15.0,51.0
United Kingdom,2012.0,mm5,2,550,920,227,1981.0,2015.0,mm5_gt2,1.0,32,15.0,52.0
United Kingdom,2012.0,mm5,3,402,920,227,1981.0,2015.0,mm5_gt3,1.0,32,15.0,53.0
United Kingdom,2012.0,mm5,4,120,920,227,1981.0,2015.0,mm5_gt4,1.0,32,15.0,54.0
United Kingdom,2013.0,approve5,1,1614,2037,227,1981.0,2015.0,approve5_gt1,1.0,33,2.0,10.0
United Kingdom,2013.0,approve5,2,1447,2037,227,1981.0,2015.0,approve5_gt2,1.0,33,2.0,11.0
United Kingdom,2013.0,approve5,3,1261,2037,227,1981.0,2015.0,approve5_gt3,1.0,33,2.0,12.0
United Kingdom,2013.0,approve5,4,1043,2037,227,1981.0,2015.0,approve5_gt4,1.0,33,2.0,13.0
United Kingdom,2013.0,accept2,1,767,951,227,1981.0,2015.0,accept2_gt1,1.0,33,10.0,29.0
United Kingdom,2015.0,approve4,1,1117,1242,227,1981.0,2015.0,approve4_gt1,1.0,35,6.0,23.0
United Kingdom,2015.0,approve4,2,981,1242,227,1981.0,2015.0,approve4_gt2,1.0,35,6.0,24.0
United Kingdom,2015.0,approve4,3,675,1242,227,1981.0,2015.0,approve4_gt3,1.0,35,6.0,25.0
United Kingdom,2015.0,hioff10,1,1158,1250,227,1981.0,2015.0,hioff10_gt1,1.0,35,13.0,38.0
United Kingdom,2015.0,hioff10,2,1146,1250,227,1981.0,2015.0,hioff10_gt2,1.0,35,13.0,39.0
United Kingdom,2015.0,hioff10,3,1124,1250,227,1981.0,2015.0,hioff10_gt3,1.0,35,13.0,40.0
United Kingdom,2015.0,hioff10,4,1098,1250,227,1981.0,2015.0,hioff10_gt4,1.0,35,13.0,41.0
United Kingdom,2015.0,hioff10,5,1013,1250,227,1981.0,2015.0,hioff10_gt5,1.0,35,13.0,42.0
United Kingdom,2015.0,hioff10,6,974,1250,227,1981.0,2015.0,hioff10_gt6,1.0,35,13.0,43.0
United Kingdom,2015.0,hioff10,7,919,1250,227,1981.0,2015.0,hioff10_gt7,1.0,35,13.0,44.0
United Kingdom,2015.0,hioff10,8,841,1250,227,1981.0,2015.0,hioff10_gt8,1.0,35,13.0,45.0
United Kingdom,2015.0,hioff10,9,760,1250,227,1981.0,2015.0,hioff10_gt9,1.0,35,13.0,46.0
United Kingdom,2015.0,marry4,1,1073,1239,227,1981.0,2015.0,marry4_gt1,1.0,35,16.0,55.0
United Kingdom,2015.0,marry4,2,928,1239,227,1981.0,2015.0,marry4_gt2,1.0,35,16.0,56.0
United Kingdom,2015.0,marry4,3,642,1239,227,1981.0,2015.0,marry4_gt3,1.0,35,16.0,57.0
Poland,1989.0,just10,1,193,903,209,1989.0,2015.0,just10_gt1,2.0,9,1.0,1.0
Poland,1989.0,just10,2,149,903,209,1989.0,2015.0,just10_gt2,2.0,9,1.0,2.0
Poland,1989.0,just10,3,112,903,209,1989.0,2015.0,just10_gt3,2.0,9,1.0,3.0
Poland,1989.0,just10,4,99,903,209,1989.0,2015.0,just10_gt4,2.0,9,1.0,4.0
Poland,1989.0,just10,5,54,903,209,1989.0,2015.0,just10_gt5,2.0,9,1.0,5.0
Poland,1989.0,just10,6,45,903,209,1989.0,2015.0,just10_gt6,2.0,9,1.0,6.0
Poland,1989.0,just10,7,38,903,209,1989.0,2015.0,just10_gt7,2.0,9,1.0,7.0
Poland,1989.0,just10,8,28,903,209,1989.0,2015.0,just10_gt8,2.0,9,1.0,8.0
Poland,1989.0,just10,9,22,903,209,1989.0,2015.0,just10_gt9,2.0,9,1.0,9.0
Poland,1990.0,just10,1,221,946,209,1989.0,2015.0,just10_gt1,2.0,10,1.0,1.0
Poland,1990.0,just10,2,180,946,209,1989.0,2015.0,just10_gt2,2.0,10,1.0,2.0
Poland,1990.0,just10,3,141,946,209,1989.0,2015.0,just10_gt3,2.0,10,1.0,3.0
Poland,1990.0,just10,4,111,946,209,1989.0,2015.0,just10_gt4,2.0,10,1.0,4.0
Poland,1990.0,just10,5,56,946,209,1989.0,2015.0,just10_gt5,2.0,10,1.0,5.0
Poland,1990.0,just10,6,43,946,209,1989.0,2015.0,just10_gt6,2.0,10,1.0,6.0
Poland,1990.0,just10,7,26,946,209,1989.0,2015.0,just10_gt7,2.0,10,1.0,7.0
Poland,1990.0,just10,8,14,946,209,1989.0,2015.0,just10_gt8,2.0,10,1.0,8.0
Poland,1990.0,just10,9,9,946,209,1989.0,2015.0,just10_gt9,2.0,10,1.0,9.0
Poland,1990.0,neigh2,1,290,982,209,1989.0,2015.0,neigh2_gt1,2.0,10,5.0,22.0
Poland,1991.0,approve4,1,248,882,209,1989.0,2015.0,approve4_gt1,2.0,11,6.0,23.0
Poland,1991.0,approve4,2,176,882,209,1989.0,2015.0,approve4_gt2,2.0,11,6.0,24.0
