"mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"theta_raw[15]",1.77413348871318,0.00982152274241195,0.760771880315178,0.291249135879362,1.24424598235323,1.78018037326275,2.3123262323006,3.25377372121933,6000,1.00068424532187
"theta_raw[16]",1.7688848975693,0.00974684674208177,0.754987502202375,0.274822007551916,1.26129827055145,1.76146948986449,2.28377824784791,3.24112168481577,6000,1.00055480385214
"theta_raw[17]",1.37205698895076,0.00609564032382115,0.213732697971609,0.977131810875863,1.22478489129127,1.36328095183107,1.50807569258083,1.82415603352393,1229.42847937176,1.00800850776468
"theta_raw[18]",-2.1096044883758,0.0090581147284728,0.307993873002651,-2.74583960046607,-2.30587938460731,-2.09911983974294,-1.89131336698884,-1.53694974898646,1156.13492295544,1.00889664858084
"theta_raw[19]",-0.36708376562243,0.00163006896615985,0.126264599182133,-0.636359243152104,-0.445951050253699,-0.359693513258338,-0.28021261384683,-0.13861257623833,6000,1.00139667256723
"theta_raw[20]",0.783757002037762,0.00398439253000719,0.163527095175251,0.497157413907199,0.669855738531214,0.772587392768587,0.887375333399351,1.13232028667949,1684.43869688182,1.00501750570185
"theta_raw[21]",0.0262561183551399,0.00933305361315291,0.722935224260044,-1.35577464913345,-0.47031249276634,0.0245980812459165,0.530571494737948,1.43380874800588,6000,0.999978446960884
"theta_raw[22]",0.010580934611184,0.00937086256962895,0.725863893435427,-1.39205502757841,-0.494536729003503,0.00738270925399059,0.511542603364377,1.40643216465115,6000,0.999947334177331
"theta_raw[23]",0.839244876575192,0.0048536651366251,0.231593238356024,0.423394393894441,0.6798184203608,0.830085125710092,0.981593794889639,1.33389548042809,2276.73314695913,1.00294341140949
"theta_raw[24]",0.012631735543748,0.00310338753201965,0.220545213865436,-0.411830786548266,-0.133393999935433,0.00727213436070698,0.157360261571971,0.447808768886075,5050.37065471158,1.00051271437466
"theta_raw[25]",0.362668273814406,0.00324692241758541,0.201034443628672,-0.0151283999603093,0.226106386327183,0.355732921097916,0.48991444731695,0.775109917597032,3833.51459759811,1.00135886194806
"theta_raw[26]",0.118474713093888,0.00239330028633584,0.185384243029043,-0.233033108799427,-0.00538346305887715,0.112889273924348,0.238922235960659,0.484319243003115,6000,0.999933794234589
"theta_raw[27]",0.151399549885166,0.00265827676619146,0.205909232901393,-0.247545641128714,0.0147565846941915,0.15045385237688,0.286505783871773,0.56512269019338,6000,0.999724961155772
"theta_raw[28]",-0.832449555823521,0.0041933367629107,0.184153287776618,-1.23074553388807,-0.950191919177688,-0.820986605471122,-0.702745021975895,-0.503812103763537,1928.58804665881,1.0026939064936
"theta_raw[29]",0.360885057929597,0.0016820379932562,0.130290102711388,0.121618672876355,0.270416113251357,0.354660427566686,0.444028055373116,0.632068456298663,6000,1.00114593456954
"theta_raw[30]",2.25696596262491,0.00944401307544124,0.335625656657649,1.63620382144301,2.02617669370047,2.2468156438346,2.47164650334195,2.94516838949562,1262.981956562,1.00765883239767
"theta_raw[31]",0.0298080582665525,0.00497025547942458,0.384994333964151,-0.7078015837583,-0.222920932715447,0.0219669639978419,0.281045108932842,0.78853952729705,6000,1.000083102283
"theta_raw[32]",0.218354746130451,0.00483900134354459,0.37482743231647,-0.534470469707021,-0.0282469082452425,0.222057714785171,0.464848158489569,0.939088031989228,6000,0.999989152484638
"theta_raw[33]",0.106977215970087,0.00189474280765958,0.146766146788236,-0.170961768897091,0.00771578710997311,0.103696731988642,0.202360873538477,0.401960156276507,6000,1.00132511607202
"theta_raw[34]",-0.011130715895071,0.00279705763970385,0.195770537378481,-0.392527166147555,-0.14244509729882,-0.0122246629076418,0.117158513314452,0.375777763553059,4898.82396463065,1.00172331082873
"theta_raw[35]",1.68618109080943,0.00726749863931716,0.292710002753566,1.16064609694517,1.48468059589383,1.667188423178,1.86971711562077,2.30984708455528,1622.20303401835,1.00756928267473
"theta_raw[36]",-0.348545284915368,0.00783262370274534,0.250159404434393,-0.840195143018326,-0.514758338499184,-0.349875093470374,-0.182695387123347,0.143515476161102,1020.04455871313,1.00356463691307
"theta_raw[37]",-0.0164768654966763,0.0127949599102012,0.991093332952014,-2.00039599780342,-0.662487202240688,-0.0236065584380991,0.63769184389443,1.9048222355221,6000,0.999977503867727
"theta_raw[38]",-0.0234575183915841,0.0130263542974443,1.00901706511598,-2.04218537761245,-0.678793697330482,-0.00979299783178919,0.638757856398979,1.96562596856468,6000,0.999467982431965
"theta_raw[39]",-0.0256438639456174,0.0130444771845453,1.01042085791453,-2.03414349889484,-0.709917772064319,-0.0220395407501457,0.655618248400567,1.9260346915664,6000,0.99972533916534
"theta_raw[40]",-0.0210283440220987,0.0129428030352018,1.00254521217158,-1.9837432739178,-0.70127445322242,-0.0219883289191672,0.656746777548322,1.96479416510103,6000,1.00009338714087
"theta_raw[41]",-0.0325960894750896,0.0129447299960042,1.00269447391351,-1.98030789547844,-0.70783625416944,-0.0297212179084177,0.647790062961577,1.92907105957078,6000,0.999653682609379
"theta_raw[42]",-0.00135615193650608,0.0129328256529309,1.00177236746411,-1.92500799177074,-0.69791236169422,0.00495102989608764,0.691305335103357,1.95104610719274,6000,1.00004361150637
"theta_raw[43]",-0.0447474006377814,0.0128611708578977,0.996222010907322,-1.93502908610721,-0.742961781931639,-0.0421453076345691,0.617102456143989,1.88678826466334,6000,0.999455746953281
"theta_raw[44]",-0.0138981148737406,0.0126770836623636,0.981962678056248,-1.89299152218776,-0.689476176013116,-0.00993824737164607,0.643938346559156,1.90364586714941,6000,0.999658282644778
"theta_raw[45]",-0.0233721250899783,0.0013557707360995,0.105017549643775,-0.234206493405568,-0.091044561991787,-0.02434377608473,0.0452766466545825,0.18526249031453,6000,0.999974225682539
"theta_raw[46]",2.13392821281605,0.00895354133051804,0.318391250135455,1.56149788352459,1.914528657714,2.11074288656667,2.33828091926997,2.78557668912054,1264.5399750009,1.00216828536442
"theta_raw[47]",0.435053155132913,0.00232483982111598,0.133493918608651,0.196626169004292,0.342995638201034,0.426030323784188,0.519568000400709,0.719286431629537,3297.13622991715,1.00055559249311
"theta_raw[48]",0.0125025233694098,0.00130600655549535,0.101162832789424,-0.190676165539956,-0.0553539625026185,0.0125395041860044,0.0788937845921476,0.212045626053362,6000,0.999486868876997
"theta_raw[49]",-0.804934940854469,0.00369922196460483,0.144728850441315,-1.1218242475187,-0.895871865600668,-0.794762197707535,-0.701785934798626,-0.555097719951873,1530.69774707595,1.00236270401936
"theta_raw[50]",0.209487290737298,0.00130599789333174,0.101162161821116,0.0212134296773303,0.140846945282625,0.20662880594067,0.274296042011863,0.416512333475604,6000,1.0006886350633
"theta_raw[51]",-0.0901212574359488,0.00939657321412342,0.727855431394374,-1.48625389951879,-0.587415877477986,-0.0929572164184851,0.402719725648123,1.3455594796928,6000,1.00045714140733
"theta_raw[52]",-0.0806939732835568,0.00940814630702466,0.728751879315786,-1.53906881652331,-0.570026851917,-0.0694897342446213,0.418694989543157,1.33080206353942,6000,1.00060503446051
"theta_raw[53]",0.118056241279736,0.00912157283311213,0.706553993477226,-1.26700063015355,-0.358126661638839,0.123705724156904,0.590188978577303,1.50042993736804,6000,1.00012620243394
"theta_raw[54]",0.116210999917131,0.00910237050424513,0.70506658747902,-1.26942167673975,-0.360638267895385,0.108109762388843,0.584456781821272,1.51750746541341,6000,1.00019459145133
"theta_raw[55]",1.43617520821392,0.00641257917146015,0.33454000392398,0.830922635579067,1.20343080233334,1.41125826167885,1.65313962630353,2.13708773579578,2721.63972446596,1.00009322089664
"theta_raw[56]",-0.60466839828781,0.00935214407825107,0.724413965327974,-2.02532431031937,-1.08949067972011,-0.593084560977793,-0.122346606736262,0.80786354071529,6000,1.00082722876421
"theta_raw[57]",-0.619349857079252,0.00932789318552067,0.722535499254464,-2.00876949840086,-1.11765909401879,-0.628997483441239,-0.131748337377661,0.815010052433786,6000,1.00069447321795
"theta_raw[58]",-0.227878359184412,0.0092687259902956,0.717952428019494,-1.62919591283472,-0.712015637698167,-0.230530310225227,0.262528579084481,1.16680161370049,6000,1.00032095862399
"theta_raw[59]",-0.208090301694884,0.00929906409627661,0.720302407603893,-1.60767776823265,-0.69746095850683,-0.206553480078395,0.283809372043285,1.20447911910607,6000,1.00021653440378
"theta_raw[60]",0.449607271433483,0.00232986062336685,0.107791517133205,0.258417855961216,0.373290764600079,0.442646699405347,0.520413576458202,0.678779849061494,2140.47069379565,1.00037751111715
"theta_raw[61]",-0.518456602267696,0.00243749787310984,0.102689251590822,-0.735117038708584,-0.583602762794157,-0.511204821118397,-0.445293987635357,-0.340309763543379,1774.84931197209,1.00198212608355
"theta_raw[62]",1.22268752031594,0.00564549577769679,0.255109949390936,0.759591918545021,1.04142409934401,1.2071762704491,1.3883276830861,1.75800616918102,2041.9759340169,1.00159491670748
"theta_raw[63]",-0.0874933874234928,0.0025576574173273,0.19811529165225,-0.471352330590282,-0.222591325121272,-0.0866452552833615,0.0419493302358735,0.313348325730173,6000,1.00054562056945
"theta_raw[64]",1.40020170565021,0.00596032256012088,0.204026106914815,1.03929386929416,1.25552266859871,1.3877600098771,1.53276448153851,1.8220044956446,1171.74189594464,1.0021942998422
"theta_raw[65]",-1.63929804293658,0.00697643902362073,0.238769355036196,-2.13783884142199,-1.7946867976776,-1.62510534351725,-1.47077365430714,-1.21134176639759,1171.35778210674,1.00214835758048
"theta_raw[66]",-0.778423710111743,0.00354171345629629,0.194791464757294,-1.19461244741155,-0.898482407020932,-0.770491200308906,-0.645843822640581,-0.422579093449921,3024.91380298854,1.00025881950691
"theta_raw[67]",1.57182707626379,0.00661118196895895,0.263794485461739,1.0944488001265,1.38441452022666,1.55522713215353,1.74135285616441,2.11808995468303,1592.11048695196,1.00115363950199
"theta_raw[68]",-1.59699193625976,0.00676378417301523,0.23418401729256,-2.08388056537673,-1.75075874831421,-1.58068017029749,-1.42979479909555,-1.1762767567843,1198.76766864194,1.00230020854638
"theta_raw[69]",0.912566894609648,0.00929655179357059,0.720107805473072,-0.475420535796996,0.419755234811544,0.923389169767933,1.39434032498698,2.30592231265845,6000,0.999761080358191
"theta_raw[70]",0.894213891090494,0.00935560491850823,0.724682040861571,-0.501010451965653,0.404627864995412,0.892257994765522,1.38405988836136,2.31030072401315,6000,1.00053961572562
"theta_raw[71]",-0.278804728665829,0.00819471457366847,0.104310470600341,-0.493148233041465,-0.345706622989137,-0.277026351947802,-0.209450374862529,-0.0798555126577143,162.027281915751,1.02819724331175
"theta_raw[72]",0.305893215710772,0.0121434766473275,0.94062965640316,-1.50916203030143,-0.320750514338272,0.28709875656798,0.917581633494202,2.16757972037023,6000,0.999805355665165
"theta_raw[73]",0.261099118545642,0.012417273811955,0.961837893579985,-1.62264217085042,-0.39184545443215,0.258866560858961,0.900448193251555,2.11463554173696,6000,0.999512904477225
"theta_raw[74]",0.303589140364656,0.0121354045036375,0.94000439084157,-1.53013670500449,-0.339242802954381,0.302708792964678,0.944932830925899,2.14412856409722,6000,1.00027692673381
"theta_raw[75]",0.289129554131028,0.0117872327960533,0.913035126339688,-1.50493372731898,-0.318702491595435,0.293617106372734,0.894937126096516,2.10056416259064,6000,0.999414638961026
"theta_raw[76]",0.267708130722768,0.0123932603330758,0.959977817504312,-1.63137486294354,-0.382735983087697,0.277328891537709,0.910747254484273,2.15167582116755,6000,0.999665712235092
"theta_raw[77]",0.298918625630971,0.0124448435990295,0.963973440103946,-1.60092565999862,-0.35906763490901,0.289087949906653,0.962257657990794,2.13878471415464,6000,0.999723237555325
"theta_raw[78]",0.293708266987853,0.0122801513145566,0.951216430603693,-1.58760975427842,-0.339616701986614,0.293810876671435,0.941877939102652,2.16669526384259,6000,0.999545545401584
"theta_raw[79]",0.306345669382924,0.0118766157521272,0.919958700345863,-1.5165660692875,-0.314791650298602,0.324627301017005,0.923728629487818,2.10710658199133,6000,0.999656738743973
"theta_raw[80]",0.274328401130528,0.012405503909836,0.960926200882115,-1.58435386059617,-0.389461993324883,0.272714593456692,0.927601297207818,2.15290711581112,6000,0.999647385356483
"theta_raw[81]",0.186119529186349,0.0118737508012364,0.919736782204109,-1.65128415644699,-0.423667724921642,0.180431743005551,0.802811107301015,1.96382491379079,6000,0.999562550482087
"theta_raw[82]",0.18654437402956,0.011619805695983,0.900066278934162,-1.53896346333901,-0.432892125116546,0.186089799676517,0.79599497829493,1.9892116813752,6000,0.999557715557549
"theta_raw[83]",0.188484791302959,0.0114124488124908,0.884004483804426,-1.54532232047905,-0.414536533552567,0.186641205861287,0.79964420578225,1.86026271887243,6000,0.99960125898983
"theta_raw[84]",0.187967586959808,0.011290246680693,0.874538747377953,-1.5215443441816,-0.402584369125741,0.190812373791772,0.755800164024256,1.91989602922812,6000,0.999475015046928
"theta_raw[85]",0.192360457502874,0.0114703126551789,0.888486597786003,-1.55346158730956,-0.410620627342068,0.19656771530435,0.792333402034254,1.93915624607586,6000,0.999663812905464
"theta_raw[86]",-0.366001815010216,0.00270328651712057,0.2093956732167,-0.80468331261217,-0.495373422430506,-0.35498207844233,-0.2232688755412,0.0149786938253266,6000,1.00042058599942
"theta_raw[87]",-0.326356476118549,0.0096022747482296,0.743789003712025,-1.78518441476019,-0.817266027817382,-0.316463200062982,0.164389647926944,1.1383840324148,6000,1.00043632111281
"theta_raw[88]",-0.353932269260028,0.00962735917782839,0.745732035273729,-1.82672698485796,-0.852282921881327,-0.360515367102644,0.160293919993476,1.13348752089874,6000,1.00063877171994
"theta_raw[89]",1.52865184372284,0.0100534309956319,0.77873541636656,-0.0152020963637636,1.01292406650078,1.5175816500269,2.04845949131043,3.05822061052729,6000,1.00038914355295
"theta_raw[90]",1.55675953195415,0.0101072251572427,0.782902294207395,0.0403918457288436,1.02655363327229,1.54560608881088,2.08572133925559,3.13597418040159,6000,1.00050708083768
"theta_raw[91]",0.649682809992498,0.00923443743051513,0.71529644759959,-0.711529632999063,0.155189837278117,0.637891587894855,1.14323154105109,2.0285310685698,6000,0.99975708473557
"theta_raw[92]",0.683299428067602,0.00925442501450219,0.716844679197846,-0.692323701606533,0.194620848572003,0.664792185576462,1.16918780360453,2.08663931765996,6000,0.999709206223781
"theta_raw[93]",1.04849867792425,0.0103108933891626,0.732654313867671,-0.390319265397076,0.559869767717837,1.04759271752214,1.54135401184093,2.48107097632178,5049.00300630496,0.999827761627427
"theta_raw[94]",1.05212617991303,0.0100835846070095,0.732925448284382,-0.386857484544036,0.548936448283327,1.05309908376987,1.54691064266987,2.49147972817117,5283.11068285274,0.999905672573287
"theta_raw[95]",-0.192569109607394,0.00164988047424995,0.127799192000057,-0.465572787819424,-0.270872120099432,-0.185012498242359,-0.107086353120852,0.0384524784788693,6000,0.999829222720598
"theta_raw[96]",-0.208155446994483,0.00168560145018367,0.130566126898089,-0.486730294889578,-0.287764683734227,-0.199539582853144,-0.12029419707011,0.0335322527314984,6000,0.999825040045896
"theta_raw[97]",0.205587597699159,0.00505576843809246,0.391618139260264,-0.551641114945565,-0.0517904433157517,0.205874818950349,0.463144303843606,0.96823138330405,6000,1.00007746866965
"theta_raw[98]",-0.279881080972481,0.00507208983885523,0.392882389527084,-1.04950243313168,-0.539559097146214,-0.270710113490992,-0.0193909003517455,0.483008643256139,6000,1.00023537419364
"theta_raw[99]",-0.0707489127377713,0.00174415606491605,0.119988457701685,-0.318570350011946,-0.148108529323399,-0.0670622738336367,0.0077580922170385,0.164308528506645,4732.69216751817,0.999811517440147
"theta_raw[100]",0.0554348319351404,0.0016979684053428,0.115491574710936,-0.167107631678101,-0.02004405643392,0.0540253211000446,0.128038875488183,0.28954831484099,4626.38100330474,1.00031980937021
"theta_raw[101]",-1.29504149609251,0.00613908651495244,0.407142135613632,-2.12028520140512,-1.56604424166956,-1.28634666700928,-1.01528338614162,-0.517499891263539,4398.29741554374,0.999513929014463
"theta_raw[102]",1.50271700394744,0.00673680498262746,0.418694826554659,0.719959603806667,1.2117803193991,1.48900552467963,1.77726645575313,2.35291765679499,3862.66672475934,0.999554477659357
"theta_raw[103]",1.12030568222269,0.00549499803282659,0.246578401467452,0.688716851141296,0.944816333644791,1.10144579836755,1.27118754791028,1.64687743515343,2013.60825509858,1.00147456209966
"theta_raw[104]",-0.692693300595336,0.00366879151963048,0.1784543937432,-1.08917150257002,-0.803868472395591,-0.675279523297694,-0.566588242294602,-0.38418809033097,2365.9655864629,1.00089271010103
"theta_raw[105]",0.00645265832678606,0.0128151297632369,0.992655683050071,-1.92373922820047,-0.670087423661895,0.010347079460038,0.674290881162927,1.94640343280894,6000,0.999562751187658
"theta_raw[106]",-0.252329983577252,0.00805848623704515,0.126963186927189,-0.50536168735023,-0.334409224456336,-0.2535468713231,-0.167234240166599,-0.00255629518492455,248.226814117112,1.01659548669802
"theta_raw[107]",-0.0170790264337369,0.0126437412717976,0.979379987588551,-1.95206560809162,-0.67855112659389,-0.0143319354715792,0.655424240898208,1.9103168824868,6000,0.999946780717464
"theta_raw[108]",0.290970745419443,0.0106383912151366,0.708638988402941,-1.11921544307949,-0.184470069687686,0.298136632146944,0.766495353114065,1.68216246518358,4437.08932719494,0.999799069895028
"theta_raw[109]",0.295243419560822,0.0107959195859618,0.711648243713178,-1.10080687701565,-0.181179138978236,0.29922319015559,0.777283245784555,1.69123657162177,4345.21711752004,0.999857256852147
"theta_raw[110]",-0.175992653153649,0.00160357390354239,0.12421230045665,-0.431634261969967,-0.258133481114731,-0.173139528489512,-0.0927013100605952,0.0640581082974792,6000,0.999608976712045
"theta_raw[111]",-0.1917209971479,0.0103163770304914,0.716392118422397,-1.62664181962988,-0.673250106754135,-0.195239342728923,0.290815066317555,1.22169026639407,4822.22185213216,0.999990300156668
"theta_raw[112]",-0.189034086340581,0.0104872529397547,0.717931121481273,-1.60759405541127,-0.668913045085214,-0.202542139044543,0.291871328958594,1.23729798966726,4686.42935009018,1.00004708988469
"theta_raw[113]",0.62656172984081,0.00351652668684393,0.143447086452556,0.371144091819917,0.526186782167682,0.618700405879599,0.717142381937676,0.938170263674037,1664.0088365769,1.0003999949758
"theta_raw[114]",-0.0427501665862913,0.00201042051180854,0.133747002547626,-0.298221404368099,-0.132663008529361,-0.0440236606706597,0.0477239104165345,0.22178095870119,4425.82565723883,1.00019058263845
"theta_raw[115]",0.439682221006458,0.0028661040785831,0.12425854034585,0.213115363503469,0.352120814864318,0.433432712647739,0.518667799390938,0.702085123324325,1879.61361024679,0.999746250834428
"theta_raw[116]",-0.597969739695206,0.00333383079520948,0.115030743352474,-0.842398288544241,-0.670450660278872,-0.590394264204306,-0.517969589495066,-0.397686320246328,1190.5310996437,1.00062290237011
"theta_raw[117]",0.517096604348663,0.00935103311604075,0.724327910565198,-0.882584193089527,0.0230658472002338,0.519440306473657,1.01088223100443,1.91788220007058,6000,1.00039925070664
"theta_raw[118]",0.542257407731826,0.00931013703553789,0.721160113790943,-0.853899904482204,0.0428619310998445,0.541423811765057,1.03571129863389,1.9438882843589,6000,1.00029495460584
"theta_raw[119]",-0.113637910395024,0.00138942273850283,0.107624222541268,-0.32898882178257,-0.181310611301627,-0.112363297529718,-0.0427676127952567,0.0970874866166803,6000,1.00008309324504
"theta_raw[120]",0.737826710281017,0.00385364696687376,0.11984170274955,0.524092749661409,0.651774476649379,0.731865991106123,0.819656685453392,0.987216099230982,967.101572079541,1.00121775490844
"theta_raw[121]",-0.00294867766173239,0.0010266497361879,0.0795239466128793,-0.159886589114848,-0.0567187202917025,-0.00249353755060079,0.0512348043906799,0.152349595504897,6000,0.999889517653863
"theta_raw[122]",-0.0107626610085752,0.00900907891489722,0.697840252041306,-1.35883432619844,-0.468331289352825,-0.0142435474334434,0.43923758254083,1.37745642589824,6000,1.00020489895162
"theta_raw[123]",0.0262843265373542,0.00899312796630973,0.696604696876595,-1.36126387483501,-0.43063472993909,0.0242622409548405,0.483771539255034,1.38007350480273,6000,1.00022790991649
"theta_raw[124]",1.52746077857918,0.00782040283059836,0.216444879666068,1.1320683368755,1.3782688058472,1.51923416781484,1.66639214408817,1.97737019794198,766.01343066652,1.00164428026006
"theta_raw[125]",-0.530760768704294,0.00283062051217373,0.098537499640626,-0.743095762576035,-0.593787812680864,-0.524727796455078,-0.460612610514063,-0.355000613212665,1211.82463520068,1.00090996131396
"theta_raw[126]",-0.349013534253978,0.00981233557731691,0.696372217415914,-1.70870094969886,-0.808712251289563,-0.341713138029902,0.119430443506306,1.00879334463144,5036.60726159446,1.00011529046878
"theta_raw[127]",-0.343319404853889,0.00975971749504439,0.6967274837233,-1.71520133513456,-0.810753817495591,-0.347752015082949,0.120659074346121,1.00271840869419,5096.25782578825,0.999961541001173
"theta_raw[128]",2.89559143338304,0.0130444076370373,0.390082504800521,2.17525552507751,2.62371962470299,2.87715235669413,3.15610366257675,3.69123882339392,894.260856420776,1.0011693377035
"theta_raw[129]",-2.5401903425143,0.0114146495040896,0.35097850234442,-3.26165463599175,-2.77097080666512,-2.52608591322947,-2.29532534650125,-1.90318471288073,945.444133951753,1.00102064140212
"theta_raw[130]",0.285113056168897,0.00934635517218882,0.723965558592537,-1.15374067617344,-0.192017854937047,0.282559673638377,0.773970247433798,1.71044051981495,6000,0.999877638923316
"theta_raw[131]",0.31964868610477,0.00932892865694162,0.722615706525841,-1.09076227183174,-0.175760004545039,0.321922654469044,0.798641901023811,1.7638231888864,6000,0.99984185377961
"theta_raw[132]",-1.36570699049319,0.00686921785983265,0.228469159155819,-1.84594472497576,-1.51207826791706,-1.34921077306523,-1.20733007052103,-0.960239971616876,1106.21765611375,1.00129199742402
"theta_raw[133]",1.71402257466992,0.00860441507205325,0.264708683482885,1.24296448311654,1.52728413152566,1.70432166651399,1.88494960450204,2.26478205389469,946.441274093857,1.00149748513665
"theta_raw[134]",-1.02104269894136,0.00522189170977359,0.145058049586348,-1.32232915867517,-1.114508157318,-1.01412152473334,-0.921256448594202,-0.760401013695622,771.663475986959,1.00178741852985
"theta_raw[135]",1.13806538088436,0.00581175212693591,0.165625537809348,0.836458540602611,1.02105333745067,1.13104678667986,1.24655392956721,1.48261743754404,812.157831602884,1.00167194391386
"theta_raw[136]",0.177406817934559,0.000841316517307349,0.0651680972084117,0.0586384812765383,0.131988149718767,0.173972751996283,0.2197672876208,0.317151920727354,6000,0.999774983326829
"theta_raw[137]",-0.171580857651307,0.000802992253923061,0.0621995125315514,-0.305586494880432,-0.210728076650548,-0.168349703383839,-0.128428483542775,-0.05979877206397,6000,0.999781483884343
"theta_raw[138]",-0.437014942688059,0.00257131927961128,0.0971371029962934,-0.64125427376808,-0.498639341822738,-0.432625503177829,-0.369281658981905,-0.261637141070844,1427.11273515865,1.00232578124267
"theta_raw[139]",0.6240635098314,0.00346190625303434,0.106278297419638,0.432353303561222,0.551573354134853,0.616995557253744,0.691561247111412,0.852293354877751,942.450546057741,1.00172794186114
"theta_raw[140]",-0.158122451360319,0.000663310337389042,0.0513797978014996,-0.268872519920096,-0.190476054326961,-0.155350387471638,-0.122919401909153,-0.0651628241327832,6000,0.999896390303859
"theta_raw[141]",-0.20044232561997,0.00816373977626943,0.104143111500822,-0.414181234697734,-0.268234621890436,-0.198519053159196,-0.13084355441361,-0.00282125749668906,162.735683479491,1.02809427715502
"theta_raw[142]",0.258161180890295,0.0120204485872256,0.931099943845341,-1.56106913927894,-0.355647778903317,0.252017238247261,0.871800526488276,2.1017320321695,6000,0.999499300149705
"theta_raw[143]",0.256620167680944,0.012233436489743,0.947597915833214,-1.68797477422142,-0.364795464493602,0.264809517356537,0.908343907093578,2.09568146489654,6000,0.999531930760272
"theta_raw[144]",0.257002465846384,0.0122230662822524,0.946794643015057,-1.6227515606721,-0.3677720443749,0.258734851523347,0.887640972473043,2.06755302654156,6000,0.999807835762446
"theta_raw[145]",0.24711012216181,0.0121042039302064,0.937587604815753,-1.6055922655779,-0.38452996209161,0.253937764871821,0.875918594714074,2.06769804122236,6000,0.999581778482972
"theta_raw[146]",0.242096455381723,0.0125579391539956,0.972733784122221,-1.69639972816092,-0.38918175573753,0.248944202191546,0.878572652974438,2.16376930464354,6000,0.999681014967554
"theta_raw[147]",0.26563296907035,0.012154269153993,0.941465640374751,-1.55192517465715,-0.376833315938933,0.267115188867183,0.895770444357363,2.11451527622672,6000,0.999608637906762
"theta_raw[148]",0.257155660838655,0.0121531340340083,0.941377714358815,-1.6030119675118,-0.38616878386096,0.268307581885566,0.906335611965815,2.09972097882844,6000,0.999632786255846
"theta_raw[149]",0.254119092915734,0.0122733979424994,0.950693316653533,-1.62089839058735,-0.386870263316624,0.245352425026913,0.91004037895644,2.11483419303861,6000,0.999736133405251
"theta_raw[150]",0.264972546929491,0.0122248040312212,0.946929248471383,-1.60536838413373,-0.373923049597282,0.274572705673595,0.912637906034108,2.0902271487293,6000,0.999766373537331
"theta_raw[151]",1.1324843883988,0.0107931123151505,0.836030885006479,-0.513629228932497,0.580953159504803,1.11965002365557,1.69332812138938,2.76368195415058,6000,1.00019695052177
"theta_raw[152]",1.1326091283665,0.010553370665934,0.817460576710329,-0.474403524491887,0.587318636080672,1.14099164089235,1.68375171923041,2.73405069792405,6000,0.999726656941053
