country,year,variable,cutpoint,y_r,n,cc_rank,firstyr,lastyr,variable_cp,ccode,tcode,qcode,rcode,ktcode,tq,year_obs
Mexico,2e3,just10,6,188,1491,105,1981.0,2013.0,just10_gt6,6.0,29,9.0,16.0,244.0,18,12
Mexico,2e3,just10,7,158,1491,105,1981.0,2013.0,just10_gt7,6.0,29,9.0,17.0,244.0,18,12
Mexico,2e3,just10,8,114,1491,105,1981.0,2013.0,just10_gt8,6.0,29,9.0,18.0,244.0,18,12
Mexico,2e3,just10,9,82,1491,105,1981.0,2013.0,just10_gt9,6.0,29,9.0,19.0,244.0,18,12
Mexico,2002.0,just10,1,556,1120,105,1981.0,2013.0,just10_gt1,6.0,31,9.0,11.0,246.0,18,12
Mexico,2002.0,just10,2,523,1120,105,1981.0,2013.0,just10_gt2,6.0,31,9.0,12.0,246.0,18,12
Mexico,2002.0,just10,3,496,1120,105,1981.0,2013.0,just10_gt3,6.0,31,9.0,13.0,246.0,18,12
Mexico,2002.0,just10,4,479,1120,105,1981.0,2013.0,just10_gt4,6.0,31,9.0,14.0,246.0,18,12
Mexico,2002.0,just10,5,310,1120,105,1981.0,2013.0,just10_gt5,6.0,31,9.0,15.0,246.0,18,12
Mexico,2002.0,just10,6,291,1120,105,1981.0,2013.0,just10_gt6,6.0,31,9.0,16.0,246.0,18,12
Mexico,2002.0,just10,7,253,1120,105,1981.0,2013.0,just10_gt7,6.0,31,9.0,17.0,246.0,18,12
Mexico,2002.0,just10,8,220,1120,105,1981.0,2013.0,just10_gt8,6.0,31,9.0,18.0,246.0,18,12
Mexico,2002.0,just10,9,197,1120,105,1981.0,2013.0,just10_gt9,6.0,31,9.0,19.0,246.0,18,12
Mexico,2004.0,just10,1,622,1125,105,1981.0,2013.0,just10_gt1,6.0,33,9.0,11.0,248.0,18,12
Mexico,2004.0,just10,2,556,1125,105,1981.0,2013.0,just10_gt2,6.0,33,9.0,12.0,248.0,18,12
Mexico,2004.0,just10,3,524,1125,105,1981.0,2013.0,just10_gt3,6.0,33,9.0,13.0,248.0,18,12
Mexico,2004.0,just10,4,513,1125,105,1981.0,2013.0,just10_gt4,6.0,33,9.0,14.0,248.0,18,12
Mexico,2004.0,just10,5,302,1125,105,1981.0,2013.0,just10_gt5,6.0,33,9.0,15.0,248.0,18,12
Mexico,2004.0,just10,6,268,1125,105,1981.0,2013.0,just10_gt6,6.0,33,9.0,16.0,248.0,18,12
Mexico,2004.0,just10,7,231,1125,105,1981.0,2013.0,just10_gt7,6.0,33,9.0,17.0,248.0,18,12
Mexico,2004.0,just10,8,208,1125,105,1981.0,2013.0,just10_gt8,6.0,33,9.0,18.0,248.0,18,12
Mexico,2004.0,just10,9,175,1125,105,1981.0,2013.0,just10_gt9,6.0,33,9.0,19.0,248.0,18,12
Mexico,2005.0,just10,1,675,1484,105,1981.0,2013.0,just10_gt1,6.0,34,9.0,11.0,249.0,18,12
Mexico,2005.0,just10,2,579,1484,105,1981.0,2013.0,just10_gt2,6.0,34,9.0,12.0,249.0,18,12
Mexico,2005.0,just10,3,520,1484,105,1981.0,2013.0,just10_gt3,6.0,34,9.0,13.0,249.0,18,12
Mexico,2005.0,just10,4,473,1484,105,1981.0,2013.0,just10_gt4,6.0,34,9.0,14.0,249.0,18,12
Mexico,2005.0,just10,5,298,1484,105,1981.0,2013.0,just10_gt5,6.0,34,9.0,15.0,249.0,18,12
Mexico,2005.0,just10,6,243,1484,105,1981.0,2013.0,just10_gt6,6.0,34,9.0,16.0,249.0,18,12
Mexico,2005.0,just10,7,190,1484,105,1981.0,2013.0,just10_gt7,6.0,34,9.0,17.0,249.0,18,12
Mexico,2005.0,just10,8,132,1484,105,1981.0,2013.0,just10_gt8,6.0,34,9.0,18.0,249.0,18,12
Mexico,2005.0,just10,9,97,1484,105,1981.0,2013.0,just10_gt9,6.0,34,9.0,19.0,249.0,18,12
Mexico,2007.0,just10,1,406,1107,105,1981.0,2013.0,just10_gt1,6.0,36,9.0,11.0,251.0,18,12
Mexico,2007.0,just10,2,338,1107,105,1981.0,2013.0,just10_gt2,6.0,36,9.0,12.0,251.0,18,12
Mexico,2007.0,just10,3,283,1107,105,1981.0,2013.0,just10_gt3,6.0,36,9.0,13.0,251.0,18,12
Mexico,2007.0,just10,4,239,1107,105,1981.0,2013.0,just10_gt4,6.0,36,9.0,14.0,251.0,18,12
Mexico,2007.0,just10,5,133,1107,105,1981.0,2013.0,just10_gt5,6.0,36,9.0,15.0,251.0,18,12
Mexico,2007.0,just10,6,110,1107,105,1981.0,2013.0,just10_gt6,6.0,36,9.0,16.0,251.0,18,12
Mexico,2007.0,just10,7,78,1107,105,1981.0,2013.0,just10_gt7,6.0,36,9.0,17.0,251.0,18,12
Mexico,2007.0,just10,8,59,1107,105,1981.0,2013.0,just10_gt8,6.0,36,9.0,18.0,251.0,18,12
Mexico,2007.0,just10,9,49,1107,105,1981.0,2013.0,just10_gt9,6.0,36,9.0,19.0,251.0,18,12
Mexico,2009.0,a_defect4,1,846,1429,105,1981.0,2013.0,a_defect4_gt1,6.0,38,14.0,24.0,253.0,18,12
Mexico,2009.0,a_defect4,2,643,1429,105,1981.0,2013.0,a_defect4_gt2,6.0,38,14.0,25.0,253.0,18,12
Mexico,2009.0,a_defect4,3,395,1429,105,1981.0,2013.0,a_defect4_gt3,6.0,38,14.0,26.0,253.0,18,12
Mexico,2009.0,a_poor4,1,573,1409,105,1981.0,2013.0,a_poor4_gt1,6.0,38,15.0,27.0,253.0,18,12
Mexico,2009.0,a_poor4,2,368,1409,105,1981.0,2013.0,a_poor4_gt2,6.0,38,15.0,28.0,253.0,18,12
Mexico,2009.0,a_poor4,3,184,1409,105,1981.0,2013.0,a_poor4_gt3,6.0,38,15.0,29.0,253.0,18,12
Mexico,2012.0,just10,1,761,1992,105,1981.0,2013.0,just10_gt1,6.0,41,9.0,11.0,256.0,18,12
Mexico,2012.0,just10,2,650,1992,105,1981.0,2013.0,just10_gt2,6.0,41,9.0,12.0,256.0,18,12
Mexico,2012.0,just10,3,588,1992,105,1981.0,2013.0,just10_gt3,6.0,41,9.0,13.0,256.0,18,12
Mexico,2012.0,just10,4,543,1992,105,1981.0,2013.0,just10_gt4,6.0,41,9.0,14.0,256.0,18,12
Mexico,2012.0,just10,5,354,1992,105,1981.0,2013.0,just10_gt5,6.0,41,9.0,15.0,256.0,18,12
Mexico,2012.0,just10,6,292,1992,105,1981.0,2013.0,just10_gt6,6.0,41,9.0,16.0,256.0,18,12
Mexico,2012.0,just10,7,234,1992,105,1981.0,2013.0,just10_gt7,6.0,41,9.0,17.0,256.0,18,12
Mexico,2012.0,just10,8,179,1992,105,1981.0,2013.0,just10_gt8,6.0,41,9.0,18.0,256.0,18,12
Mexico,2012.0,just10,9,144,1992,105,1981.0,2013.0,just10_gt9,6.0,41,9.0,19.0,256.0,18,12
Mexico,2013.0,l_ncca4,1,1074,1944,105,1981.0,2013.0,l_ncca4_gt1,6.0,42,7.0,7.0,257.0,18,12
Mexico,2013.0,l_ncca4,2,615,1944,105,1981.0,2013.0,l_ncca4_gt2,6.0,42,7.0,8.0,257.0,18,12
Mexico,2013.0,l_ncca4,3,194,1944,105,1981.0,2013.0,l_ncca4_gt3,6.0,42,7.0,9.0,257.0,18,12
Mexico,2013.0,moral3,1,539,1941,105,1981.0,2013.0,moral3_gt1,6.0,42,24.0,58.0,257.0,18,12
Mexico,2013.0,moral3,2,320,1941,105,1981.0,2013.0,moral3_gt2,6.0,42,24.0,59.0,257.0,18,12
Spain,1981.0,just10,1,1085,2194,104,1981.0,2011.0,just10_gt1,7.0,10,9.0,11.0,268.0,26,11
Spain,1981.0,just10,2,844,2194,104,1981.0,2011.0,just10_gt2,7.0,10,9.0,12.0,268.0,26,11
Spain,1981.0,just10,3,658,2194,104,1981.0,2011.0,just10_gt3,7.0,10,9.0,13.0,268.0,26,11
Spain,1981.0,just10,4,552,2194,104,1981.0,2011.0,just10_gt4,7.0,10,9.0,14.0,268.0,26,11
Spain,1981.0,just10,5,286,2194,104,1981.0,2011.0,just10_gt5,7.0,10,9.0,15.0,268.0,26,11
Spain,1981.0,just10,6,225,2194,104,1981.0,2011.0,just10_gt6,7.0,10,9.0,16.0,268.0,26,11
Spain,1981.0,just10,7,162,2194,104,1981.0,2011.0,just10_gt7,7.0,10,9.0,17.0,268.0,26,11
Spain,1981.0,just10,8,107,2194,104,1981.0,2011.0,just10_gt8,7.0,10,9.0,18.0,268.0,26,11
Spain,1981.0,just10,9,93,2194,104,1981.0,2011.0,just10_gt9,7.0,10,9.0,19.0,268.0,26,11
Spain,1981.0,a_health2,1,1660,2238,104,1981.0,2011.0,a_health2_gt1,7.0,10,10.0,20.0,268.0,26,11
Spain,1981.0,a_defect2,1,1193,2238,104,1981.0,2011.0,a_defect2_gt1,7.0,10,11.0,21.0,268.0,26,11
Spain,1981.0,a_single2,1,349,2238,104,1981.0,2011.0,a_single2_gt1,7.0,10,12.0,22.0,268.0,26,11
Spain,1981.0,a_nomore2,1,362,2238,104,1981.0,2011.0,a_nomore2_gt1,7.0,10,13.0,23.0,268.0,26,11
Spain,1990.0,just10,1,2804,3995,104,1981.0,2011.0,just10_gt1,7.0,19,9.0,11.0,277.0,26,11
Spain,1990.0,just10,2,2537,3995,104,1981.0,2011.0,just10_gt2,7.0,19,9.0,12.0,277.0,26,11
Spain,1990.0,just10,3,2193,3995,104,1981.0,2011.0,just10_gt3,7.0,19,9.0,13.0,277.0,26,11
Spain,1990.0,just10,4,1963,3995,104,1981.0,2011.0,just10_gt4,7.0,19,9.0,14.0,277.0,26,11
Spain,1990.0,just10,5,1213,3995,104,1981.0,2011.0,just10_gt5,7.0,19,9.0,15.0,277.0,26,11
Spain,1990.0,just10,6,957,3995,104,1981.0,2011.0,just10_gt6,7.0,19,9.0,16.0,277.0,26,11
Spain,1990.0,just10,7,743,3995,104,1981.0,2011.0,just10_gt7,7.0,19,9.0,17.0,277.0,26,11
Spain,1990.0,just10,8,542,3995,104,1981.0,2011.0,just10_gt8,7.0,19,9.0,18.0,277.0,26,11
Spain,1990.0,just10,9,413,3995,104,1981.0,2011.0,just10_gt9,7.0,19,9.0,19.0,277.0,26,11
Spain,1990.0,a_health2,1,3343,4076,104,1981.0,2011.0,a_health2_gt1,7.0,19,10.0,20.0,277.0,26,11
Spain,1990.0,a_defect2,1,2936,4058,104,1981.0,2011.0,a_defect2_gt1,7.0,19,11.0,21.0,277.0,26,11
Spain,1990.0,a_single2,1,1146,4043,104,1981.0,2011.0,a_single2_gt1,7.0,19,12.0,22.0,277.0,26,11
Spain,1990.0,a_nomore2,1,1231,4057,104,1981.0,2011.0,a_nomore2_gt1,7.0,19,13.0,23.0,277.0,26,11
Spain,1992.0,free5,1,784,960,104,1981.0,2011.0,free5_gt1,7.0,21,22.0,48.0,279.0,26,11
Spain,1992.0,free5,2,730,960,104,1981.0,2011.0,free5_gt2,7.0,21,22.0,49.0,279.0,26,11
Spain,1992.0,free5,3,641,960,104,1981.0,2011.0,free5_gt3,7.0,21,22.0,50.0,279.0,26,11
Spain,1992.0,free5,4,503,960,104,1981.0,2011.0,free5_gt4,7.0,21,22.0,51.0,279.0,26,11
Spain,1994.0,free5a,1,1900,2291,104,1981.0,2011.0,free5a_gt1,7.0,23,18.0,36.0,281.0,26,11
Spain,1994.0,free5a,2,1293,2291,104,1981.0,2011.0,free5a_gt2,7.0,23,18.0,37.0,281.0,26,11
Spain,1994.0,free5a,3,1098,2291,104,1981.0,2011.0,free5a_gt3,7.0,23,18.0,38.0,281.0,26,11
Spain,1994.0,free5a,4,450,2291,104,1981.0,2011.0,free5a_gt4,7.0,23,18.0,39.0,281.0,26,11
Spain,1995.0,just10,1,766,1150,104,1981.0,2011.0,just10_gt1,7.0,24,9.0,11.0,282.0,26,11
Spain,1995.0,just10,2,704,1150,104,1981.0,2011.0,just10_gt2,7.0,24,9.0,12.0,282.0,26,11
Spain,1995.0,just10,3,663,1150,104,1981.0,2011.0,just10_gt3,7.0,24,9.0,13.0,282.0,26,11
Spain,1995.0,just10,4,594,1150,104,1981.0,2011.0,just10_gt4,7.0,24,9.0,14.0,282.0,26,11
Spain,1995.0,just10,5,360,1150,104,1981.0,2011.0,just10_gt5,7.0,24,9.0,15.0,282.0,26,11
Spain,1995.0,just10,6,289,1150,104,1981.0,2011.0,just10_gt6,7.0,24,9.0,16.0,282.0,26,11
Spain,1995.0,just10,7,223,1150,104,1981.0,2011.0,just10_gt7,7.0,24,9.0,17.0,282.0,26,11
Spain,1995.0,just10,8,177,1150,104,1981.0,2011.0,just10_gt8,7.0,24,9.0,18.0,282.0,26,11
Spain,1995.0,just10,9,137,1150,104,1981.0,2011.0,just10_gt9,7.0,24,9.0,19.0,282.0,26,11
Spain,1998.0,a_defect4,1,1937,2332,104,1981.0,2011.0,a_defect4_gt1,7.0,27,14.0,24.0,285.0,26,11
Spain,1998.0,a_defect4,2,1791,2332,104,1981.0,2011.0,a_defect4_gt2,7.0,27,14.0,25.0,285.0,26,11
Spain,1998.0,a_defect4,3,1456,2332,104,1981.0,2011.0,a_defect4_gt3,7.0,27,14.0,26.0,285.0,26,11
Spain,1998.0,a_poor4,1,1471,2308,104,1981.0,2011.0,a_poor4_gt1,7.0,27,15.0,27.0,285.0,26,11
Spain,1998.0,a_poor4,2,1145,2308,104,1981.0,2011.0,a_poor4_gt2,7.0,27,15.0,28.0,285.0,26,11
Spain,1998.0,a_poor4,3,780,2308,104,1981.0,2011.0,a_poor4_gt3,7.0,27,15.0,29.0,285.0,26,11
Spain,1999.0,just10,1,757,1133,104,1981.0,2011.0,just10_gt1,7.0,28,9.0,11.0,286.0,26,11
Spain,1999.0,just10,2,681,1133,104,1981.0,2011.0,just10_gt2,7.0,28,9.0,12.0,286.0,26,11
Spain,1999.0,just10,3,617,1133,104,1981.0,2011.0,just10_gt3,7.0,28,9.0,13.0,286.0,26,11
Spain,1999.0,just10,4,562,1133,104,1981.0,2011.0,just10_gt4,7.0,28,9.0,14.0,286.0,26,11
Spain,1999.0,just10,5,358,1133,104,1981.0,2011.0,just10_gt5,7.0,28,9.0,15.0,286.0,26,11
Spain,1999.0,just10,6,290,1133,104,1981.0,2011.0,just10_gt6,7.0,28,9.0,16.0,286.0,26,11
Spain,1999.0,just10,7,234,1133,104,1981.0,2011.0,just10_gt7,7.0,28,9.0,17.0,286.0,26,11
Spain,1999.0,just10,8,164,1133,104,1981.0,2011.0,just10_gt8,7.0,28,9.0,18.0,286.0,26,11
Spain,1999.0,just10,9,118,1133,104,1981.0,2011.0,just10_gt9,7.0,28,9.0,19.0,286.0,26,11
Spain,1999.0,a_single2,1,436,996,104,1981.0,2011.0,a_single2_gt1,7.0,28,12.0,22.0,286.0,26,11
Spain,1999.0,a_nomore2,1,429,1011,104,1981.0,2011.0,a_nomore2_gt1,7.0,28,13.0,23.0,286.0,26,11
Spain,2e3,just10,1,904,1177,104,1981.0,2011.0,just10_gt1,7.0,29,9.0,11.0,287.0,26,11
Spain,2e3,just10,2,822,1177,104,1981.0,2011.0,just10_gt2,7.0,29,9.0,12.0,287.0,26,11
Spain,2e3,just10,3,757,1177,104,1981.0,2011.0,just10_gt3,7.0,29,9.0,13.0,287.0,26,11
Spain,2e3,just10,4,694,1177,104,1981.0,2011.0,just10_gt4,7.0,29,9.0,14.0,287.0,26,11
Spain,2e3,just10,5,447,1177,104,1981.0,2011.0,just10_gt5,7.0,29,9.0,15.0,287.0,26,11
Spain,2e3,just10,6,350,1177,104,1981.0,2011.0,just10_gt6,7.0,29,9.0,16.0,287.0,26,11
Spain,2e3,just10,7,268,1177,104,1981.0,2011.0,just10_gt7,7.0,29,9.0,17.0,287.0,26,11
Spain,2e3,just10,8,179,1177,104,1981.0,2011.0,just10_gt8,7.0,29,9.0,18.0,287.0,26,11
Spain,2e3,just10,9,132,1177,104,1981.0,2011.0,just10_gt9,7.0,29,9.0,19.0,287.0,26,11
Spain,2007.0,just10,1,954,1151,104,1981.0,2011.0,just10_gt1,7.0,36,9.0,11.0,294.0,26,11
Spain,2007.0,just10,2,900,1151,104,1981.0,2011.0,just10_gt2,7.0,36,9.0,12.0,294.0,26,11
Spain,2007.0,just10,3,853,1151,104,1981.0,2011.0,just10_gt3,7.0,36,9.0,13.0,294.0,26,11
Spain,2007.0,just10,4,800,1151,104,1981.0,2011.0,just10_gt4,7.0,36,9.0,14.0,294.0,26,11
Spain,2007.0,just10,5,554,1151,104,1981.0,2011.0,just10_gt5,7.0,36,9.0,15.0,294.0,26,11
Spain,2007.0,just10,6,434,1151,104,1981.0,2011.0,just10_gt6,7.0,36,9.0,16.0,294.0,26,11
Spain,2007.0,just10,7,315,1151,104,1981.0,2011.0,just10_gt7,7.0,36,9.0,17.0,294.0,26,11
Spain,2007.0,just10,8,217,1151,104,1981.0,2011.0,just10_gt8,7.0,36,9.0,18.0,294.0,26,11
Spain,2007.0,just10,9,171,1151,104,1981.0,2011.0,just10_gt9,7.0,36,9.0,19.0,294.0,26,11
Spain,2008.0,just10,1,1027,1434,104,1981.0,2011.0,just10_gt1,7.0,37,9.0,11.0,295.0,26,11
Spain,2008.0,just10,2,955,1434,104,1981.0,2011.0,just10_gt2,7.0,37,9.0,12.0,295.0,26,11
Spain,2008.0,just10,3,878,1434,104,1981.0,2011.0,just10_gt3,7.0,37,9.0,13.0,295.0,26,11
Spain,2008.0,just10,4,829,1434,104,1981.0,2011.0,just10_gt4,7.0,37,9.0,14.0,295.0,26,11
Spain,2008.0,just10,5,578,1434,104,1981.0,2011.0,just10_gt5,7.0,37,9.0,15.0,295.0,26,11
Spain,2008.0,just10,6,497,1434,104,1981.0,2011.0,just10_gt6,7.0,37,9.0,16.0,295.0,26,11
Spain,2008.0,just10,7,398,1434,104,1981.0,2011.0,just10_gt7,7.0,37,9.0,17.0,295.0,26,11
Spain,2008.0,just10,8,262,1434,104,1981.0,2011.0,just10_gt8,7.0,37,9.0,18.0,295.0,26,11
Spain,2008.0,just10,9,180,1434,104,1981.0,2011.0,just10_gt9,7.0,37,9.0,19.0,295.0,26,11
Spain,2008.0,a_single2,1,766,1353,104,1981.0,2011.0,a_single2_gt1,7.0,37,12.0,22.0,295.0,26,11
Spain,2008.0,a_nomore2,1,690,1381,104,1981.0,2011.0,a_nomore2_gt1,7.0,37,13.0,23.0,295.0,26,11
Spain,2008.0,a_defect4,1,1937,2259,104,1981.0,2011.0,a_defect4_gt1,7.0,37,14.0,24.0,295.0,26,11
Spain,2008.0,a_defect4,2,1792,2259,104,1981.0,2011.0,a_defect4_gt2,7.0,37,14.0,25.0,295.0,26,11
Spain,2008.0,a_defect4,3,1394,2259,104,1981.0,2011.0,a_defect4_gt3,7.0,37,14.0,26.0,295.0,26,11
Spain,2008.0,a_poor4,1,1422,2212,104,1981.0,2011.0,a_poor4_gt1,7.0,37,15.0,27.0,295.0,26,11
Spain,2008.0,a_poor4,2,1074,2212,104,1981.0,2011.0,a_poor4_gt2,7.0,37,15.0,28.0,295.0,26,11
Spain,2008.0,a_poor4,3,635,2212,104,1981.0,2011.0,a_poor4_gt3,7.0,37,15.0,29.0,295.0,26,11
Spain,2011.0,just10,1,930,1140,104,1981.0,2011.0,just10_gt1,7.0,40,9.0,11.0,298.0,26,11
Spain,2011.0,just10,2,889,1140,104,1981.0,2011.0,just10_gt2,7.0,40,9.0,12.0,298.0,26,11
Spain,2011.0,just10,3,816,1140,104,1981.0,2011.0,just10_gt3,7.0,40,9.0,13.0,298.0,26,11
Spain,2011.0,just10,4,769,1140,104,1981.0,2011.0,just10_gt4,7.0,40,9.0,14.0,298.0,26,11
Spain,2011.0,just10,5,531,1140,104,1981.0,2011.0,just10_gt5,7.0,40,9.0,15.0,298.0,26,11
Spain,2011.0,just10,6,445,1140,104,1981.0,2011.0,just10_gt6,7.0,40,9.0,16.0,298.0,26,11
Spain,2011.0,just10,7,328,1140,104,1981.0,2011.0,just10_gt7,7.0,40,9.0,17.0,298.0,26,11
Spain,2011.0,just10,8,224,1140,104,1981.0,2011.0,just10_gt8,7.0,40,9.0,18.0,298.0,26,11
Spain,2011.0,just10,9,186,1140,104,1981.0,2011.0,just10_gt9,7.0,40,9.0,19.0,298.0,26,11
Hungary,1982.0,just10,1,946,1383,96,1982.0,2009.0,just10_gt1,8.0,11,9.0,11.0,312.0,25,8
Hungary,1982.0,just10,2,878,1383,96,1982.0,2009.0,just10_gt2,8.0,11,9.0,12.0,312.0,25,8
Hungary,1982.0,just10,3,771,1383,96,1982.0,2009.0,just10_gt3,8.0,11,9.0,13.0,312.0,25,8
Hungary,1982.0,just10,4,678,1383,96,1982.0,2009.0,just10_gt4,8.0,11,9.0,14.0,312.0,25,8
Hungary,1982.0,just10,5,328,1383,96,1982.0,2009.0,just10_gt5,8.0,11,9.0,15.0,312.0,25,8
Hungary,1982.0,just10,6,237,1383,96,1982.0,2009.0,just10_gt6,8.0,11,9.0,16.0,312.0,25,8
Hungary,1982.0,just10,7,180,1383,96,1982.0,2009.0,just10_gt7,8.0,11,9.0,17.0,312.0,25,8
Hungary,1982.0,just10,8,105,1383,96,1982.0,2009.0,just10_gt8,8.0,11,9.0,18.0,312.0,25,8
Hungary,1982.0,just10,9,75,1383,96,1982.0,2009.0,just10_gt9,8.0,11,9.0,19.0,312.0,25,8
Hungary,1990.0,free4,1,1099,1190,96,1982.0,2009.0,free4_gt1,8.0,19,19.0,40.0,320.0,25,8
Hungary,1990.0,free4,2,1008,1190,96,1982.0,2009.0,free4_gt2,8.0,19,19.0,41.0,320.0,25,8
Hungary,1990.0,free4,3,738,1190,96,1982.0,2009.0,free4_gt3,8.0,19,19.0,42.0,320.0,25,8
Hungary,1991.0,just10,1,747,977,96,1982.0,2009.0,just10_gt1,8.0,20,9.0,11.0,321.0,25,8
Hungary,1991.0,just10,2,704,977,96,1982.0,2009.0,just10_gt2,8.0,20,9.0,12.0,321.0,25,8
Hungary,1991.0,just10,3,647,977,96,1982.0,2009.0,just10_gt3,8.0,20,9.0,13.0,321.0,25,8
Hungary,1991.0,just10,4,582,977,96,1982.0,2009.0,just10_gt4,8.0,20,9.0,14.0,321.0,25,8
Hungary,1991.0,just10,5,368,977,96,1982.0,2009.0,just10_gt5,8.0,20,9.0,15.0,321.0,25,8
Hungary,1991.0,just10,6,284,977,96,1982.0,2009.0,just10_gt6,8.0,20,9.0,16.0,321.0,25,8
Hungary,1991.0,just10,7,228,977,96,1982.0,2009.0,just10_gt7,8.0,20,9.0,17.0,321.0,25,8
Hungary,1991.0,just10,8,175,977,96,1982.0,2009.0,just10_gt8,8.0,20,9.0,18.0,321.0,25,8
Hungary,1991.0,just10,9,130,977,96,1982.0,2009.0,just10_gt9,8.0,20,9.0,19.0,321.0,25,8
Hungary,1991.0,a_health2,1,914,992,96,1982.0,2009.0,a_health2_gt1,8.0,20,10.0,20.0,321.0,25,8
Hungary,1991.0,a_defect2,1,904,987,96,1982.0,2009.0,a_defect2_gt1,8.0,20,11.0,21.0,321.0,25,8
Hungary,1991.0,a_single2,1,411,963,96,1982.0,2009.0,a_single2_gt1,8.0,20,12.0,22.0,321.0,25,8
Hungary,1991.0,a_nomore2,1,668,972,96,1982.0,2009.0,a_nomore2_gt1,8.0,20,13.0,23.0,321.0,25,8
Hungary,1991.0,a_defect4,1,878,987,96,1982.0,2009.0,a_defect4_gt1,8.0,20,14.0,24.0,321.0,25,8
Hungary,1991.0,a_defect4,2,841,987,96,1982.0,2009.0,a_defect4_gt2,8.0,20,14.0,25.0,321.0,25,8
Hungary,1991.0,a_defect4,3,806,987,96,1982.0,2009.0,a_defect4_gt3,8.0,20,14.0,26.0,321.0,25,8
Hungary,1991.0,a_poor4,1,870,979,96,1982.0,2009.0,a_poor4_gt1,8.0,20,15.0,27.0,321.0,25,8
Hungary,1991.0,a_poor4,2,739,979,96,1982.0,2009.0,a_poor4_gt2,8.0,20,15.0,28.0,321.0,25,8
Hungary,1991.0,a_poor4,3,547,979,96,1982.0,2009.0,a_poor4_gt3,8.0,20,15.0,29.0,321.0,25,8
Hungary,1991.0,l_defect4,1,79,988,96,1982.0,2009.0,l_defect4_gt1,8.0,20,16.0,30.0,321.0,25,8
Hungary,1991.0,l_defect4,2,29,988,96,1982.0,2009.0,l_defect4_gt2,8.0,20,16.0,31.0,321.0,25,8
Hungary,1991.0,l_defect4,3,16,988,96,1982.0,2009.0,l_defect4_gt3,8.0,20,16.0,32.0,321.0,25,8
Hungary,1991.0,l_poor4,1,379,985,96,1982.0,2009.0,l_poor4_gt1,8.0,20,17.0,33.0,321.0,25,8
Hungary,1991.0,l_poor4,2,136,985,96,1982.0,2009.0,l_poor4_gt2,8.0,20,17.0,34.0,321.0,25,8
Hungary,1991.0,l_poor4,3,62,985,96,1982.0,2009.0,l_poor4_gt3,8.0,20,17.0,35.0,321.0,25,8
Hungary,1994.0,free5a,1,1342,1455,96,1982.0,2009.0,free5a_gt1,8.0,23,18.0,36.0,324.0,25,8
Hungary,1994.0,free5a,2,1267,1455,96,1982.0,2009.0,free5a_gt2,8.0,23,18.0,37.0,324.0,25,8
Hungary,1994.0,free5a,3,1089,1455,96,1982.0,2009.0,free5a_gt3,8.0,23,18.0,38.0,324.0,25,8
Hungary,1994.0,free5a,4,830,1455,96,1982.0,2009.0,free5a_gt4,8.0,23,18.0,39.0,324.0,25,8
Hungary,1998.0,just10,1,505,618,96,1982.0,2009.0,just10_gt1,8.0,27,9.0,11.0,328.0,25,8
Hungary,1998.0,just10,2,479,618,96,1982.0,2009.0,just10_gt2,8.0,27,9.0,12.0,328.0,25,8
Hungary,1998.0,just10,3,444,618,96,1982.0,2009.0,just10_gt3,8.0,27,9.0,13.0,328.0,25,8
Hungary,1998.0,just10,4,410,618,96,1982.0,2009.0,just10_gt4,8.0,27,9.0,14.0,328.0,25,8
Hungary,1998.0,just10,5,285,618,96,1982.0,2009.0,just10_gt5,8.0,27,9.0,15.0,328.0,25,8
Hungary,1998.0,just10,6,241,618,96,1982.0,2009.0,just10_gt6,8.0,27,9.0,16.0,328.0,25,8
Hungary,1998.0,just10,7,179,618,96,1982.0,2009.0,just10_gt7,8.0,27,9.0,17.0,328.0,25,8
Hungary,1998.0,just10,8,115,618,96,1982.0,2009.0,just10_gt8,8.0,27,9.0,18.0,328.0,25,8
Hungary,1998.0,just10,9,87,618,96,1982.0,2009.0,just10_gt9,8.0,27,9.0,19.0,328.0,25,8
Hungary,1998.0,a_defect4,1,939,978,96,1982.0,2009.0,a_defect4_gt1,8.0,27,14.0,24.0,328.0,25,8
Hungary,1998.0,a_defect4,2,897,978,96,1982.0,2009.0,a_defect4_gt2,8.0,27,14.0,25.0,328.0,25,8
Hungary,1998.0,a_defect4,3,834,978,96,1982.0,2009.0,a_defect4_gt3,8.0,27,14.0,26.0,328.0,25,8
Hungary,1998.0,a_poor4,1,856,961,96,1982.0,2009.0,a_poor4_gt1,8.0,27,15.0,27.0,328.0,25,8
Hungary,1998.0,a_poor4,2,685,961,96,1982.0,2009.0,a_poor4_gt2,8.0,27,15.0,28.0,328.0,25,8
Hungary,1998.0,a_poor4,3,496,961,96,1982.0,2009.0,a_poor4_gt3,8.0,27,15.0,29.0,328.0,25,8
Hungary,1999.0,just10,1,627,942,96,1982.0,2009.0,just10_gt1,8.0,28,9.0,11.0,329.0,25,8
Hungary,1999.0,just10,2,570,942,96,1982.0,2009.0,just10_gt2,8.0,28,9.0,12.0,329.0,25,8
Hungary,1999.0,just10,3,493,942,96,1982.0,2009.0,just10_gt3,8.0,28,9.0,13.0,329.0,25,8
Hungary,1999.0,just10,4,419,942,96,1982.0,2009.0,just10_gt4,8.0,28,9.0,14.0,329.0,25,8
