country,year,variable,cutpoint,y_r,n,cc_rank,firstyr,lastyr,variable_cp,ccode,tcode,qcode,rcode,ktcode,tq,year_obs
United States,1972.0,l_defect2,1,1199,1526,339,1972.0,2014.0,l_defect2_gt1,1.0,1,1.0,1.0,1.0,238,34
United States,1972.0,l_nomore2,1,607,1528,339,1972.0,2014.0,l_nomore2_gt1,1.0,1,2.0,2.0,1.0,238,34
United States,1972.0,l_health2,1,1338,1539,339,1972.0,2014.0,l_health2_gt1,1.0,1,3.0,3.0,1.0,238,34
United States,1972.0,l_poor2,1,735,1507,339,1972.0,2014.0,l_poor2_gt1,1.0,1,4.0,4.0,1.0,238,34
United States,1972.0,l_rape2,1,1196,1512,339,1972.0,2014.0,l_rape2_gt1,1.0,1,5.0,5.0,1.0,238,34
United States,1972.0,l_single2,1,654,1502,339,1972.0,2014.0,l_single2_gt1,1.0,1,6.0,6.0,1.0,238,34
United States,1972.0,l_ncca4,1,2325,2619,339,1972.0,2014.0,l_ncca4_gt1,1.0,1,7.0,7.0,1.0,238,34
United States,1972.0,l_ncca4,2,1096,2619,339,1972.0,2014.0,l_ncca4_gt2,1.0,1,7.0,8.0,1.0,238,34
United States,1972.0,l_ncca4,3,642,2619,339,1972.0,2014.0,l_ncca4_gt3,1.0,1,7.0,9.0,1.0,238,34
United States,1973.0,l_defect2,1,1237,1464,339,1972.0,2014.0,l_defect2_gt1,1.0,2,1.0,1.0,2.0,238,34
United States,1973.0,l_nomore2,1,693,1453,339,1972.0,2014.0,l_nomore2_gt1,1.0,2,2.0,2.0,2.0,238,34
United States,1973.0,l_health2,1,1362,1476,339,1972.0,2014.0,l_health2_gt1,1.0,2,3.0,3.0,2.0,238,34
United States,1973.0,l_poor2,1,778,1456,339,1972.0,2014.0,l_poor2_gt1,1.0,2,4.0,4.0,2.0,238,34
United States,1973.0,l_rape2,1,1212,1451,339,1972.0,2014.0,l_rape2_gt1,1.0,2,5.0,5.0,2.0,238,34
United States,1973.0,l_single2,1,712,1450,339,1972.0,2014.0,l_single2_gt1,1.0,2,6.0,6.0,2.0,238,34
United States,1974.0,l_defect2,1,1226,1440,339,1972.0,2014.0,l_defect2_gt1,1.0,3,1.0,1.0,3.0,238,34
United States,1974.0,l_nomore2,1,662,1411,339,1972.0,2014.0,l_nomore2_gt1,1.0,3,2.0,2.0,3.0,238,34
United States,1974.0,l_health2,1,1342,1452,339,1972.0,2014.0,l_health2_gt1,1.0,3,3.0,3.0,3.0,238,34
United States,1974.0,l_poor2,1,776,1417,339,1972.0,2014.0,l_poor2_gt1,1.0,3,4.0,4.0,3.0,238,34
United States,1974.0,l_rape2,1,1228,1420,339,1972.0,2014.0,l_rape2_gt1,1.0,3,5.0,5.0,3.0,238,34
United States,1974.0,l_single2,1,711,1420,339,1972.0,2014.0,l_single2_gt1,1.0,3,6.0,6.0,3.0,238,34
United States,1975.0,l_defect2,1,1196,1438,339,1972.0,2014.0,l_defect2_gt1,1.0,4,1.0,1.0,4.0,238,34
United States,1975.0,l_nomore2,1,652,1426,339,1972.0,2014.0,l_nomore2_gt1,1.0,4,2.0,2.0,4.0,238,34
United States,1975.0,l_health2,1,1314,1449,339,1972.0,2014.0,l_health2_gt1,1.0,4,3.0,3.0,4.0,238,34
United States,1975.0,l_poor2,1,753,1416,339,1972.0,2014.0,l_poor2_gt1,1.0,4,4.0,4.0,4.0,238,34
United States,1975.0,l_rape2,1,1190,1422,339,1972.0,2014.0,l_rape2_gt1,1.0,4,5.0,5.0,4.0,238,34
United States,1975.0,l_single2,1,682,1414,339,1972.0,2014.0,l_single2_gt1,1.0,4,6.0,6.0,4.0,238,34
United States,1976.0,l_defect2,1,1223,1457,339,1972.0,2014.0,l_defect2_gt1,1.0,5,1.0,1.0,5.0,238,34
United States,1976.0,l_nomore2,1,668,1447,339,1972.0,2014.0,l_nomore2_gt1,1.0,5,2.0,2.0,5.0,238,34
United States,1976.0,l_health2,1,1329,1464,339,1972.0,2014.0,l_health2_gt1,1.0,5,3.0,3.0,5.0,238,34
United States,1976.0,l_poor2,1,761,1434,339,1972.0,2014.0,l_poor2_gt1,1.0,5,4.0,4.0,5.0,238,34
United States,1976.0,l_rape2,1,1205,1440,339,1972.0,2014.0,l_rape2_gt1,1.0,5,5.0,5.0,5.0,238,34
United States,1976.0,l_single2,1,723,1438,339,1972.0,2014.0,l_single2_gt1,1.0,5,6.0,6.0,5.0,238,34
United States,1976.0,l_ncca4,1,1620,1822,339,1972.0,2014.0,l_ncca4_gt1,1.0,5,7.0,7.0,5.0,238,34
United States,1976.0,l_ncca4,2,793,1822,339,1972.0,2014.0,l_ncca4_gt2,1.0,5,7.0,8.0,5.0,238,34
United States,1976.0,l_ncca4,3,492,1822,339,1972.0,2014.0,l_ncca4_gt3,1.0,5,7.0,9.0,5.0,238,34
United States,1977.0,l_defect2,1,1271,1487,339,1972.0,2014.0,l_defect2_gt1,1.0,6,1.0,1.0,6.0,238,34
United States,1977.0,l_nomore2,1,680,1462,339,1972.0,2014.0,l_nomore2_gt1,1.0,6,2.0,2.0,6.0,238,34
United States,1977.0,l_health2,1,1347,1488,339,1972.0,2014.0,l_health2_gt1,1.0,6,3.0,3.0,6.0,238,34
United States,1977.0,l_poor2,1,789,1478,339,1972.0,2014.0,l_poor2_gt1,1.0,6,4.0,4.0,6.0,238,34
United States,1977.0,l_rape2,1,1231,1469,339,1972.0,2014.0,l_rape2_gt1,1.0,6,5.0,5.0,6.0,238,34
United States,1977.0,l_single2,1,726,1459,339,1972.0,2014.0,l_single2_gt1,1.0,6,6.0,6.0,6.0,238,34
United States,1977.0,l_any2,1,558,1479,339,1972.0,2014.0,l_any2_gt1,1.0,6,8.0,10.0,6.0,238,34
United States,1978.0,l_defect2,1,1227,1497,339,1972.0,2014.0,l_defect2_gt1,1.0,7,1.0,1.0,7.0,238,34
United States,1978.0,l_nomore2,1,598,1483,339,1972.0,2014.0,l_nomore2_gt1,1.0,7,2.0,2.0,7.0,238,34
United States,1978.0,l_health2,1,1352,1492,339,1972.0,2014.0,l_health2_gt1,1.0,7,3.0,3.0,7.0,238,34
United States,1978.0,l_poor2,1,696,1469,339,1972.0,2014.0,l_poor2_gt1,1.0,7,4.0,4.0,7.0,238,34
United States,1978.0,l_rape2,1,1232,1481,339,1972.0,2014.0,l_rape2_gt1,1.0,7,5.0,5.0,7.0,238,34
United States,1978.0,l_single2,1,606,1473,339,1972.0,2014.0,l_single2_gt1,1.0,7,6.0,6.0,7.0,238,34
United States,1978.0,l_ncca4,1,1948,2187,339,1972.0,2014.0,l_ncca4_gt1,1.0,7,7.0,7.0,7.0,238,34
United States,1978.0,l_ncca4,2,972,2187,339,1972.0,2014.0,l_ncca4_gt2,1.0,7,7.0,8.0,7.0,238,34
United States,1978.0,l_ncca4,3,604,2187,339,1972.0,2014.0,l_ncca4_gt3,1.0,7,7.0,9.0,7.0,238,34
United States,1978.0,l_any2,1,494,1484,339,1972.0,2014.0,l_any2_gt1,1.0,7,8.0,10.0,7.0,238,34
United States,1980.0,l_defect2,1,1179,1419,339,1972.0,2014.0,l_defect2_gt1,1.0,9,1.0,1.0,9.0,238,34
United States,1980.0,l_nomore2,1,663,1407,339,1972.0,2014.0,l_nomore2_gt1,1.0,9,2.0,2.0,9.0,238,34
United States,1980.0,l_health2,1,1288,1429,339,1972.0,2014.0,l_health2_gt1,1.0,9,3.0,3.0,9.0,238,34
United States,1980.0,l_poor2,1,728,1408,339,1972.0,2014.0,l_poor2_gt1,1.0,9,4.0,4.0,9.0,238,34
United States,1980.0,l_rape2,1,1177,1411,339,1972.0,2014.0,l_rape2_gt1,1.0,9,5.0,5.0,9.0,238,34
United States,1980.0,l_single2,1,680,1404,339,1972.0,2014.0,l_single2_gt1,1.0,9,6.0,6.0,9.0,238,34
United States,1980.0,l_ncca4,1,2598,2909,339,1972.0,2014.0,l_ncca4_gt1,1.0,9,7.0,7.0,9.0,238,34
United States,1980.0,l_ncca4,2,1483,2909,339,1972.0,2014.0,l_ncca4_gt2,1.0,9,7.0,8.0,9.0,238,34
United States,1980.0,l_ncca4,3,944,2909,339,1972.0,2014.0,l_ncca4_gt3,1.0,9,7.0,9.0,9.0,238,34
United States,1980.0,l_any2,1,578,1406,339,1972.0,2014.0,l_any2_gt1,1.0,9,8.0,10.0,9.0,238,34
United States,1982.0,l_defect2,1,1458,1775,339,1972.0,2014.0,l_defect2_gt1,1.0,11,1.0,1.0,11.0,238,34
United States,1982.0,l_nomore2,1,808,1763,339,1972.0,2014.0,l_nomore2_gt1,1.0,11,2.0,2.0,11.0,238,34
United States,1982.0,l_health2,1,1627,1800,339,1972.0,2014.0,l_health2_gt1,1.0,11,3.0,3.0,11.0,238,34
United States,1982.0,l_poor2,1,868,1773,339,1972.0,2014.0,l_poor2_gt1,1.0,11,4.0,4.0,11.0,238,34
United States,1982.0,l_rape2,1,1485,1770,339,1972.0,2014.0,l_rape2_gt1,1.0,11,5.0,5.0,11.0,238,34
United States,1982.0,l_single2,1,803,1764,339,1972.0,2014.0,l_single2_gt1,1.0,11,6.0,6.0,11.0,238,34
United States,1982.0,l_ncca4,1,1179,1359,339,1972.0,2014.0,l_ncca4_gt1,1.0,11,7.0,7.0,11.0,238,34
United States,1982.0,l_ncca4,2,761,1359,339,1972.0,2014.0,l_ncca4_gt2,1.0,11,7.0,8.0,11.0,238,34
United States,1982.0,l_ncca4,3,495,1359,339,1972.0,2014.0,l_ncca4_gt3,1.0,11,7.0,9.0,11.0,238,34
United States,1982.0,l_any2,1,678,1760,339,1972.0,2014.0,l_any2_gt1,1.0,11,8.0,10.0,11.0,238,34
United States,1982.0,just10,1,1274,2277,339,1972.0,2014.0,just10_gt1,1.0,11,9.0,11.0,11.0,238,34
United States,1982.0,just10,2,1140,2277,339,1972.0,2014.0,just10_gt2,1.0,11,9.0,12.0,11.0,238,34
United States,1982.0,just10,3,993,2277,339,1972.0,2014.0,just10_gt3,1.0,11,9.0,13.0,11.0,238,34
United States,1982.0,just10,4,880,2277,339,1972.0,2014.0,just10_gt4,1.0,11,9.0,14.0,11.0,238,34
United States,1982.0,just10,5,462,2277,339,1972.0,2014.0,just10_gt5,1.0,11,9.0,15.0,11.0,238,34
United States,1982.0,just10,6,356,2277,339,1972.0,2014.0,just10_gt6,1.0,11,9.0,16.0,11.0,238,34
United States,1982.0,just10,7,263,2277,339,1972.0,2014.0,just10_gt7,1.0,11,9.0,17.0,11.0,238,34
United States,1982.0,just10,8,156,2277,339,1972.0,2014.0,just10_gt8,1.0,11,9.0,18.0,11.0,238,34
United States,1982.0,just10,9,100,2277,339,1972.0,2014.0,just10_gt9,1.0,11,9.0,19.0,11.0,238,34
United States,1982.0,a_health2,1,1935,2190,339,1972.0,2014.0,a_health2_gt1,1.0,11,10.0,20.0,11.0,238,34
United States,1982.0,a_defect2,1,1242,2057,339,1972.0,2014.0,a_defect2_gt1,1.0,11,11.0,21.0,11.0,238,34
United States,1982.0,a_single2,1,525,2055,339,1972.0,2014.0,a_single2_gt1,1.0,11,12.0,22.0,11.0,238,34
United States,1982.0,a_nomore2,1,524,2129,339,1972.0,2014.0,a_nomore2_gt1,1.0,11,13.0,23.0,11.0,238,34
United States,1983.0,l_defect2,1,1194,1514,339,1972.0,2014.0,l_defect2_gt1,1.0,12,1.0,1.0,12.0,238,34
United States,1983.0,l_nomore2,1,592,1520,339,1972.0,2014.0,l_nomore2_gt1,1.0,12,2.0,2.0,12.0,238,34
United States,1983.0,l_health2,1,1364,1520,339,1972.0,2014.0,l_health2_gt1,1.0,12,3.0,3.0,12.0,238,34
United States,1983.0,l_poor2,1,658,1507,339,1972.0,2014.0,l_poor2_gt1,1.0,12,4.0,4.0,12.0,238,34
United States,1983.0,l_rape2,1,1246,1504,339,1972.0,2014.0,l_rape2_gt1,1.0,12,5.0,5.0,12.0,238,34
United States,1983.0,l_single2,1,588,1493,339,1972.0,2014.0,l_single2_gt1,1.0,12,6.0,6.0,12.0,238,34
United States,1983.0,l_any2,1,519,1515,339,1972.0,2014.0,l_any2_gt1,1.0,12,8.0,10.0,12.0,238,34
United States,1984.0,l_defect2,1,1140,1421,339,1972.0,2014.0,l_defect2_gt1,1.0,13,1.0,1.0,13.0,238,34
United States,1984.0,l_nomore2,1,606,1420,339,1972.0,2014.0,l_nomore2_gt1,1.0,13,2.0,2.0,13.0,238,34
United States,1984.0,l_health2,1,1281,1431,339,1972.0,2014.0,l_health2_gt1,1.0,13,3.0,3.0,13.0,238,34
United States,1984.0,l_poor2,1,654,1414,339,1972.0,2014.0,l_poor2_gt1,1.0,13,4.0,4.0,13.0,238,34
United States,1984.0,l_rape2,1,1130,1406,339,1972.0,2014.0,l_rape2_gt1,1.0,13,5.0,5.0,13.0,238,34
United States,1984.0,l_single2,1,628,1420,339,1972.0,2014.0,l_single2_gt1,1.0,13,6.0,6.0,13.0,238,34
United States,1984.0,l_ncca4,1,1883,2171,339,1972.0,2014.0,l_ncca4_gt1,1.0,13,7.0,7.0,13.0,238,34
United States,1984.0,l_ncca4,2,1225,2171,339,1972.0,2014.0,l_ncca4_gt2,1.0,13,7.0,8.0,13.0,238,34
United States,1984.0,l_ncca4,3,791,2171,339,1972.0,2014.0,l_ncca4_gt3,1.0,13,7.0,9.0,13.0,238,34
United States,1984.0,l_any2,1,548,1420,339,1972.0,2014.0,l_any2_gt1,1.0,13,8.0,10.0,13.0,238,34
United States,1985.0,l_defect2,1,1167,1486,339,1972.0,2014.0,l_defect2_gt1,1.0,14,1.0,1.0,14.0,238,34
United States,1985.0,l_nomore2,1,600,1488,339,1972.0,2014.0,l_nomore2_gt1,1.0,14,2.0,2.0,14.0,238,34
United States,1985.0,l_health2,1,1332,1491,339,1972.0,2014.0,l_health2_gt1,1.0,14,3.0,3.0,14.0,238,34
United States,1985.0,l_poor2,1,650,1488,339,1972.0,2014.0,l_poor2_gt1,1.0,14,4.0,4.0,14.0,238,34
United States,1985.0,l_rape2,1,1197,1474,339,1972.0,2014.0,l_rape2_gt1,1.0,14,5.0,5.0,14.0,238,34
United States,1985.0,l_single2,1,612,1486,339,1972.0,2014.0,l_single2_gt1,1.0,14,6.0,6.0,14.0,238,34
United States,1985.0,l_any2,1,547,1481,339,1972.0,2014.0,l_any2_gt1,1.0,14,8.0,10.0,14.0,238,34
United States,1986.0,l_ncca4,1,1837,2120,339,1972.0,2014.0,l_ncca4_gt1,1.0,15,7.0,7.0,15.0,238,34
United States,1986.0,l_ncca4,2,1223,2120,339,1972.0,2014.0,l_ncca4_gt2,1.0,15,7.0,8.0,15.0,238,34
United States,1986.0,l_ncca4,3,833,2120,339,1972.0,2014.0,l_ncca4_gt3,1.0,15,7.0,9.0,15.0,238,34
United States,1987.0,l_defect2,1,1360,1744,339,1972.0,2014.0,l_defect2_gt1,1.0,16,1.0,1.0,16.0,238,34
United States,1987.0,l_nomore2,1,714,1742,339,1972.0,2014.0,l_nomore2_gt1,1.0,16,2.0,2.0,16.0,238,34
United States,1987.0,l_health2,1,1535,1746,339,1972.0,2014.0,l_health2_gt1,1.0,16,3.0,3.0,16.0,238,34
United States,1987.0,l_poor2,1,778,1742,339,1972.0,2014.0,l_poor2_gt1,1.0,16,4.0,4.0,16.0,238,34
United States,1987.0,l_rape2,1,1376,1729,339,1972.0,2014.0,l_rape2_gt1,1.0,16,5.0,5.0,16.0,238,34
United States,1987.0,l_single2,1,700,1745,339,1972.0,2014.0,l_single2_gt1,1.0,16,6.0,6.0,16.0,238,34
United States,1987.0,l_any2,1,679,1730,339,1972.0,2014.0,l_any2_gt1,1.0,16,8.0,10.0,16.0,238,34
United States,1988.0,l_defect2,1,744,944,339,1972.0,2014.0,l_defect2_gt1,1.0,17,1.0,1.0,17.0,238,34
United States,1988.0,l_nomore2,1,379,949,339,1972.0,2014.0,l_nomore2_gt1,1.0,17,2.0,2.0,17.0,238,34
United States,1988.0,l_health2,1,836,942,339,1972.0,2014.0,l_health2_gt1,1.0,17,3.0,3.0,17.0,238,34
United States,1988.0,l_poor2,1,395,941,339,1972.0,2014.0,l_poor2_gt1,1.0,17,4.0,4.0,17.0,238,34
United States,1988.0,l_rape2,1,749,924,339,1972.0,2014.0,l_rape2_gt1,1.0,17,5.0,5.0,17.0,238,34
United States,1988.0,l_single2,1,367,932,339,1972.0,2014.0,l_single2_gt1,1.0,17,6.0,6.0,17.0,238,34
United States,1988.0,l_ncca4,1,1743,1996,339,1972.0,2014.0,l_ncca4_gt1,1.0,17,7.0,7.0,17.0,238,34
United States,1988.0,l_ncca4,2,1081,1996,339,1972.0,2014.0,l_ncca4_gt2,1.0,17,7.0,8.0,17.0,238,34
United States,1988.0,l_ncca4,3,711,1996,339,1972.0,2014.0,l_ncca4_gt3,1.0,17,7.0,9.0,17.0,238,34
United States,1988.0,l_any2,1,338,936,339,1972.0,2014.0,l_any2_gt1,1.0,17,8.0,10.0,17.0,238,34
United States,1989.0,l_defect2,1,809,995,339,1972.0,2014.0,l_defect2_gt1,1.0,18,1.0,1.0,18.0,238,34
United States,1989.0,l_nomore2,1,441,991,339,1972.0,2014.0,l_nomore2_gt1,1.0,18,2.0,2.0,18.0,238,34
United States,1989.0,l_health2,1,904,1003,339,1972.0,2014.0,l_health2_gt1,1.0,18,3.0,3.0,18.0,238,34
United States,1989.0,l_poor2,1,473,992,339,1972.0,2014.0,l_poor2_gt1,1.0,18,4.0,4.0,18.0,238,34
United States,1989.0,l_rape2,1,825,991,339,1972.0,2014.0,l_rape2_gt1,1.0,18,5.0,5.0,18.0,238,34
United States,1989.0,l_single2,1,447,985,339,1972.0,2014.0,l_single2_gt1,1.0,18,6.0,6.0,18.0,238,34
United States,1989.0,l_any2,1,399,989,339,1972.0,2014.0,l_any2_gt1,1.0,18,8.0,10.0,18.0,238,34
United States,1990.0,l_defect2,1,715,880,339,1972.0,2014.0,l_defect2_gt1,1.0,19,1.0,1.0,19.0,238,34
United States,1990.0,l_nomore2,1,396,879,339,1972.0,2014.0,l_nomore2_gt1,1.0,19,2.0,2.0,19.0,238,34
United States,1990.0,l_health2,1,814,887,339,1972.0,2014.0,l_health2_gt1,1.0,19,3.0,3.0,19.0,238,34
United States,1990.0,l_poor2,1,416,865,339,1972.0,2014.0,l_poor2_gt1,1.0,19,4.0,4.0,19.0,238,34
United States,1990.0,l_rape2,1,740,873,339,1972.0,2014.0,l_rape2_gt1,1.0,19,5.0,5.0,19.0,238,34
United States,1990.0,l_single2,1,395,872,339,1972.0,2014.0,l_single2_gt1,1.0,19,6.0,6.0,19.0,238,34
United States,1990.0,l_ncca4,1,1697,1932,339,1972.0,2014.0,l_ncca4_gt1,1.0,19,7.0,7.0,19.0,238,34
United States,1990.0,l_ncca4,2,1055,1932,339,1972.0,2014.0,l_ncca4_gt2,1.0,19,7.0,8.0,19.0,238,34
United States,1990.0,l_ncca4,3,776,1932,339,1972.0,2014.0,l_ncca4_gt3,1.0,19,7.0,9.0,19.0,238,34
United States,1990.0,l_any2,1,381,877,339,1972.0,2014.0,l_any2_gt1,1.0,19,8.0,10.0,19.0,238,34
United States,1990.0,just10,1,1203,1802,339,1972.0,2014.0,just10_gt1,1.0,19,9.0,11.0,19.0,238,34
United States,1990.0,just10,2,1073,1802,339,1972.0,2014.0,just10_gt2,1.0,19,9.0,12.0,19.0,238,34
United States,1990.0,just10,3,941,1802,339,1972.0,2014.0,just10_gt3,1.0,19,9.0,13.0,19.0,238,34
United States,1990.0,just10,4,829,1802,339,1972.0,2014.0,just10_gt4,1.0,19,9.0,14.0,19.0,238,34
United States,1990.0,just10,5,531,1802,339,1972.0,2014.0,just10_gt5,1.0,19,9.0,15.0,19.0,238,34
United States,1990.0,just10,6,360,1802,339,1972.0,2014.0,just10_gt6,1.0,19,9.0,16.0,19.0,238,34
United States,1990.0,just10,7,240,1802,339,1972.0,2014.0,just10_gt7,1.0,19,9.0,17.0,19.0,238,34
United States,1990.0,just10,8,131,1802,339,1972.0,2014.0,just10_gt8,1.0,19,9.0,18.0,19.0,238,34
United States,1990.0,just10,9,97,1802,339,1972.0,2014.0,just10_gt9,1.0,19,9.0,19.0,19.0,238,34
United States,1990.0,a_health2,1,1556,1820,339,1972.0,2014.0,a_health2_gt1,1.0,19,10.0,20.0,19.0,238,34
United States,1990.0,a_defect2,1,976,1787,339,1972.0,2014.0,a_defect2_gt1,1.0,19,11.0,21.0,19.0,238,34
United States,1990.0,a_single2,1,535,1790,339,1972.0,2014.0,a_single2_gt1,1.0,19,12.0,22.0,19.0,238,34
United States,1990.0,a_nomore2,1,476,1807,339,1972.0,2014.0,a_nomore2_gt1,1.0,19,13.0,23.0,19.0,238,34
United States,1991.0,l_defect2,1,788,944,339,1972.0,2014.0,l_defect2_gt1,1.0,20,1.0,1.0,20.0,238,34
United States,1991.0,l_nomore2,1,424,950,339,1972.0,2014.0,l_nomore2_gt1,1.0,20,2.0,2.0,20.0,238,34
United States,1991.0,l_health2,1,874,955,339,1972.0,2014.0,l_health2_gt1,1.0,20,3.0,3.0,20.0,238,34
United States,1991.0,l_poor2,1,458,945,339,1972.0,2014.0,l_poor2_gt1,1.0,20,4.0,4.0,20.0,238,34
United States,1991.0,l_rape2,1,817,945,339,1972.0,2014.0,l_rape2_gt1,1.0,20,5.0,5.0,20.0,238,34
United States,1991.0,l_single2,1,426,950,339,1972.0,2014.0,l_single2_gt1,1.0,20,6.0,6.0,20.0,238,34
United States,1991.0,l_any2,1,405,951,339,1972.0,2014.0,l_any2_gt1,1.0,20,8.0,10.0,20.0,238,34
United States,1991.0,a_defect4,1,956,1235,339,1972.0,2014.0,a_defect4_gt1,1.0,20,14.0,24.0,20.0,238,34
United States,1991.0,a_defect4,2,825,1235,339,1972.0,2014.0,a_defect4_gt2,1.0,20,14.0,25.0,20.0,238,34
United States,1991.0,a_defect4,3,662,1235,339,1972.0,2014.0,a_defect4_gt3,1.0,20,14.0,26.0,20.0,238,34
United States,1991.0,a_poor4,1,745,1224,339,1972.0,2014.0,a_poor4_gt1,1.0,20,15.0,27.0,20.0,238,34
United States,1991.0,a_poor4,2,550,1224,339,1972.0,2014.0,a_poor4_gt2,1.0,20,15.0,28.0,20.0,238,34
United States,1991.0,a_poor4,3,408,1224,339,1972.0,2014.0,a_poor4_gt3,1.0,20,15.0,29.0,20.0,238,34
United States,1991.0,l_defect4,1,452,1262,339,1972.0,2014.0,l_defect4_gt1,1.0,20,16.0,30.0,20.0,238,34
United States,1991.0,l_defect4,2,220,1262,339,1972.0,2014.0,l_defect4_gt2,1.0,20,16.0,31.0,20.0,238,34
United States,1991.0,l_defect4,3,146,1262,339,1972.0,2014.0,l_defect4_gt3,1.0,20,16.0,32.0,20.0,238,34
United States,1991.0,l_poor4,1,740,1219,339,1972.0,2014.0,l_poor4_gt1,1.0,20,17.0,33.0,20.0,238,34
United States,1991.0,l_poor4,2,542,1219,339,1972.0,2014.0,l_poor4_gt2,1.0,20,17.0,34.0,20.0,238,34
United States,1991.0,l_poor4,3,378,1219,339,1972.0,2014.0,l_poor4_gt3,1.0,20,17.0,35.0,20.0,238,34
United States,1992.0,l_ncca4,1,2149,2406,339,1972.0,2014.0,l_ncca4_gt1,1.0,21,7.0,7.0,21.0,238,34
United States,1992.0,l_ncca4,2,1468,2406,339,1972.0,2014.0,l_ncca4_gt2,1.0,21,7.0,8.0,21.0,238,34
United States,1992.0,l_ncca4,3,1125,2406,339,1972.0,2014.0,l_ncca4_gt3,1.0,21,7.0,9.0,21.0,238,34
United States,1993.0,l_defect2,1,840,1033,339,1972.0,2014.0,l_defect2_gt1,1.0,22,1.0,1.0,22.0,238,34
United States,1993.0,l_nomore2,1,480,1019,339,1972.0,2014.0,l_nomore2_gt1,1.0,22,2.0,2.0,22.0,238,34
United States,1993.0,l_health2,1,923,1028,339,1972.0,2014.0,l_health2_gt1,1.0,22,3.0,3.0,22.0,238,34
United States,1993.0,l_poor2,1,508,1019,339,1972.0,2014.0,l_poor2_gt1,1.0,22,4.0,4.0,22.0,238,34
United States,1993.0,l_rape2,1,850,1025,339,1972.0,2014.0,l_rape2_gt1,1.0,22,5.0,5.0,22.0,238,34
United States,1993.0,l_single2,1,488,1014,339,1972.0,2014.0,l_single2_gt1,1.0,22,6.0,6.0,22.0,238,34
United States,1993.0,l_any2,1,458,1010,339,1972.0,2014.0,l_any2_gt1,1.0,22,8.0,10.0,22.0,238,34
United States,1994.0,l_defect2,1,1585,1926,339,1972.0,2014.0,l_defect2_gt1,1.0,23,1.0,1.0,23.0,238,34
United States,1994.0,l_nomore2,1,930,1925,339,1972.0,2014.0,l_nomore2_gt1,1.0,23,2.0,2.0,23.0,238,34
United States,1994.0,l_health2,1,1753,1934,339,1972.0,2014.0,l_health2_gt1,1.0,23,3.0,3.0,23.0,238,34
United States,1994.0,l_poor2,1,971,1925,339,1972.0,2014.0,l_poor2_gt1,1.0,23,4.0,4.0,23.0,238,34
United States,1994.0,l_rape2,1,1616,1934,339,1972.0,2014.0,l_rape2_gt1,1.0,23,5.0,5.0,23.0,238,34
United States,1994.0,l_single2,1,923,1938,339,1972.0,2014.0,l_single2_gt1,1.0,23,6.0,6.0,23.0,238,34
United States,1994.0,l_ncca4,1,1498,1730,339,1972.0,2014.0,l_ncca4_gt1,1.0,23,7.0,7.0,23.0,238,34
United States,1994.0,l_ncca4,2,950,1730,339,1972.0,2014.0,l_ncca4_gt2,1.0,23,7.0,8.0,23.0,238,34
United States,1994.0,l_ncca4,3,701,1730,339,1972.0,2014.0,l_ncca4_gt3,1.0,23,7.0,9.0,23.0,238,34
United States,1994.0,l_any2,1,895,1934,339,1972.0,2014.0,l_any2_gt1,1.0,23,8.0,10.0,23.0,238,34
United States,1994.0,free5a,1,1019,1332,339,1972.0,2014.0,free5a_gt1,1.0,23,18.0,36.0,23.0,238,34
United States,1994.0,free5a,2,732,1332,339,1972.0,2014.0,free5a_gt2,1.0,23,18.0,37.0,23.0,238,34
United States,1994.0,free5a,3,606,1332,339,1972.0,2014.0,free5a_gt3,1.0,23,18.0,38.0,23.0,238,34
United States,1994.0,free5a,4,257,1332,339,1972.0,2014.0,free5a_gt4,1.0,23,18.0,39.0,23.0,238,34
United States,1995.0,just10,1,972,1475,339,1972.0,2014.0,just10_gt1,1.0,24,9.0,11.0,24.0,238,34
United States,1995.0,just10,2,878,1475,339,1972.0,2014.0,just10_gt2,1.0,24,9.0,12.0,24.0,238,34
United States,1995.0,just10,3,774,1475,339,1972.0,2014.0,just10_gt3,1.0,24,9.0,13.0,24.0,238,34
United States,1995.0,just10,4,689,1475,339,1972.0,2014.0,just10_gt4,1.0,24,9.0,14.0,24.0,238,34
United States,1995.0,just10,5,368,1475,339,1972.0,2014.0,just10_gt5,1.0,24,9.0,15.0,24.0,238,34
United States,1995.0,just10,6,277,1475,339,1972.0,2014.0,just10_gt6,1.0,24,9.0,16.0,24.0,238,34
United States,1995.0,just10,7,193,1475,339,1972.0,2014.0,just10_gt7,1.0,24,9.0,17.0,24.0,238,34
United States,1995.0,just10,8,119,1475,339,1972.0,2014.0,just10_gt8,1.0,24,9.0,18.0,24.0,238,34
United States,1995.0,just10,9,82,1475,339,1972.0,2014.0,just10_gt9,1.0,24,9.0,19.0,24.0,238,34
United States,1996.0,l_defect2,1,1514,1850,339,1972.0,2014.0,l_defect2_gt1,1.0,25,1.0,1.0,25.0,238,34
United States,1996.0,l_nomore2,1,853,1825,339,1972.0,2014.0,l_nomore2_gt1,1.0,25,2.0,2.0,25.0,238,34
United States,1996.0,l_health2,1,1694,1850,339,1972.0,2014.0,l_health2_gt1,1.0,25,3.0,3.0,25.0,238,34
United States,1996.0,l_poor2,1,853,1830,339,1972.0,2014.0,l_poor2_gt1,1.0,25,4.0,4.0,25.0,238,34
